mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
2	2	26/5	26/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20	1/16	4/5	26									0		
2	2	27/5	27/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20	1/16	4/5	27									0		
2	2	28/5	28/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20	1/16	4/5	28									0		
2	2	29/5	29/5	0.2	7/10	7/10	Chord	3/4	1	1	1/20	1/16	4/5	29									0		
3	3	6	6	0.2	0	0	Chord	3/4	1	1	1/20	1/16	4/5	30									0		
3	3	31/5	31/5	0.2	1/20	1/20	Chord	3/4	1	1	1/20	1/16	4/5	31									0		
3	3	32/5	32/5	0.2	1/10	1/10	Chord	3/4	1	1	1/20	1/16	4/5	32									0		
3	3	33/5	33/5	0.2	3/20	3/20	Chord	3/4	1	1	1/20	1/16	4/5	33									0		
3	3	34/5	34/5	0.2	1/5	1/5	Chord	3/4	1	1	1/20	1/16	4/5	34									0		
3	3	7	7	0.2	1/4	1/4	Chord	3/4	1	1	1/20	1/16	4/5	35									0		
3	3	36/5	36/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20	1/16	4/5	36									0		
3	3	37/5	37/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20	1/16	4/5	37									0		
3	3	38/5	38/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20	1/16	4/5	38									0		
3	3	39/5	39/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20	1/16	4/5	39									0		
3	3	8	8	0.2	1/2	1/2	Chord	3/4	1	1	1/20	1/16	4/5	40									0		
3	3	41/5	41/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20	1/16	4/5	41									0		
3	3	42/5	42/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20	1/16	4/5	42									0		
3	3	43/5	43/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20	1/16	4/5	43									0		
3	3	44/5	44/5	0.2	7/10	7/10	Chord	3/4	1	1	1/20	1/16	4/5	44									0		
3	3	6	6	0.0	0	0	Dynamic	3/4	2	1	0				mf										
3	3	6	6	0.0	0	0	StaffText	3/4	2	1	0						<i>espress.</i>								
3	3	6	6	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	45									1		
4	4	9	9	0.2	0	0	Chord	3/4	1	1	1/20	1/16	4/5	46									0		
4	4	46/5	46/5	0.2	1/20	1/20	Chord	3/4	1	1	1/20	1/16	4/5	47									0		
4	4	47/5	47/5	0.2	1/10	1/10	Chord	3/4	1	1	1/20	1/16	4/5	48									0		
4	4	48/5	48/5	0.2	3/20	3/20	Chord	3/4	1	1	1/20	1/16	4/5	49									0		
4	4	49/5	49/5	0.2	1/5	1/5	Chord	3/4	1	1	1/20	1/16	4/5	50									0		
4	4	10	10	0.2	1/4	1/4	Chord	3/4	1	1	1/20	1/16	4/5	51									0		
4	4	51/5	51/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20	1/16	4/5	52									0		
4	4	52/5	52/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20	1/16	4/5	53									0		
4	4	53/5	53/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20	1/16	4/5	54									0		
4	4	54/5	54/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20	1/16	4/5	55									0		
4	4	11	11	0.2	1/2	1/2	Chord	3/4	1	1	1/20	1/16	4/5	56									0		
4	4	56/5	56/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20	1/16	4/5	57									0		
4	4	57/5	57/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20	1/16	4/5	58									0		
4	4	58/5	58/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20	1/16	4/5	59									0		
4	4	59/5	59/5	0.2	7/10	7/10	Chord	3/4	1	1	1/20	1/16	4/5	60									0		
4	4	9	9	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	61									1		
4	4	10	10	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	62									1		
4	4	11	11	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	63									1		
5	5	12	12	0.2	0	0	Chord	3/4	1	1	1/20	1/16	4/5	64									0		
5	5	61/5	61/5	0.2	1/20	1/20	Chord	3/4	1	1	1/20	1/16	4/5	65									0		
5	5	62/5	62/5	0.2	1/10	1/10	Chord	3/4	1	1	1/20	1/16	4/5	66									0		
5	5	63/5	63/5	0.2	3/20	3/20	Chord	3/4	1	1	1/20	1/16	4/5	67									0		
5	5	64/5	64/5	0.2	1/5	1/5	Chord	3/4	1	1	1/20	1/16	4/5	68									0		
5	5	13	13	0.2	1/4	1/4	Chord	3/4	1	1	1/20	1/16	4/5	69									0		
5	5	66/5	66/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20	1/16	4/5	70									0		
5	5	67/5	67/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20	1/16	4/5	71									0		
5	5	68/5	68/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20	1/16	4/5	72									0		
5	5	69/5	69/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20	1/16	4/5	73									0		
5	5	14	14	0.2	1/2	1/2	Chord	3/4	1	1	1/20	1/16	4/5	74									0		
5	5	71/5	71/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20	1/16	4/5	75									0		
5	5	72/5	72/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20	1/16	4/5	76									0		
5	5	73/5	73/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20	1/16	4/5	77									0		
5	5	74/5	74/5	0.2	7/10	7/10	Chord	3/4	1	1	1/20	1/16	4/5	78									0		
5	5	12	12	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	79		articMarcatoAbove							1		
6	6	15	15	0.2	0	0	Chord	3/4	1	1	1/20	1/16	4/5	80									0		
6	6	76/5	76/5	0.2	1/20	1/20	Chord	3/4	1	1	1/20	1/16	4/5	81									0		
6	6	77/5	77/5	0.2	1/10	1/10	Chord	3/4	1	1	1/20	1/16	4/5	82									0		
6	6	78/5	78/5	0.2	3/20	3/20	Chord	3/4	1	1	1/20	1/16	4/5	83									0		
6	6	79/5	79/5	0.2	1/5	1/5	Chord	3/4	1	1	1/20	1/16	4/5	84									0		
6	6	16	16	0.2	1/4	1/4	Chord	3/4	1	1	1/20	1/16	4/5	85									0		
6	6	81/5	81/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20	1/16	4/5	86									0		
6	6	82/5	82/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20	1/16	4/5	87									0		
6	6	83/5	83/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20	1/16	4/5	88									0		
6	6	84/5	84/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20	1/16	4/5	89									0		
6	6	17	17	0.2	1/2	1/2	Chord	3/4	1	1	1/20	1/16	4/5	90									0		
6	6	86/5	86/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20	1/16	4/5	91									0		
6	6	87/5	87/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20	1/16	4/5	92									0		
6	6	88/5	88/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20	1/16	4/5	93									0		
6	6	89/5	89/5	0.2	7/10	7/10	Chord	3/4	1	1	1/20	1/16	4/5	94									0		
6	6	15	15	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	95											
7	7	18	18	0.2	0	0	Chord	3/4	1	1	1/20	1/16	4/5	96									0		
7	7	91/5	91/5	0.2	1/20	1/20	Chord	3/4	1	1	1/20	1/16	4/5	97									0		
7	7	92/5	92/5	0.2	1/10	1/10	Chord	3/4	1	1	1/20	1/16	4/5	98									0		
7	7	93/5	93/5	0.2	3/20	3/20	Chord	3/4	1	1	1/20	1/16	4/5	99									0		
7	7	94/5	94/5	0.2	1/5	1/5	Chord	3/4	1	1	1/20	1/16	4/5	100									0		
7	7	19	19	0.2	1/4	1/4	Chord	3/4	1	1	1/20	1/16	4/5	101									0		
7	7	96/5	96/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20	1/16	4/5	102									0		
7	7	97/5	97/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20	1/16	4/5	103									0		
7	7	98/5	98/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20	1/16	4/5	104									0		
7	7	99/5	99/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20	1/16	4/5	105									0		
7	7	20	20	0.2	1/2	1/2	Chord	3/4	1	1	1/20	1/16	4/5	106									0		
7	7	101/5	101/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20	1/16	4/5	107									0		
7	7	102/5	102/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20	1/16	4/5	108									0		
7	7	103/5	103/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20	1/16	4/5	109									0		
7	7	104/5	104/5	0.2	7/10	7/10	Chord	3/4	1	1	1/20	1/16	4/5	110									0		
7	7	18	18	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	111									2		
8	8	21	21	0.2	0	0	Chord	3/4	1	1	1/20	1/16	4/5	112									0		
8	8	106/5	106/5	0.2	1/20	1/20	Chord	3/4	1	1	1/20	1/16	4/5	113									0		
8	8	107/5	107/5	0.2	1/10	1/10	Chord	3/4	1	1	1/20	1/16	4/5	114									0		
8	8	108/5	108/5	0.2	3/20	3/20	Chord	3/4	1	1	1/20	1/16	4/5	115									0		
8	8	109/5	109/5	0.2	1/5	1/5	Chord	3/4	1	1	1/20	1/16	4/5	116									0		
8	8	22	22	0.2	1/4	1/4	Chord	3/4	1	1	1/20	1/16	4/5	117									0		
8	8	111/5	111/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20	1/16	4/5	118									0		
8	8	112/5	112/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20	1/16	4/5	119									0		
8	8	113/5	113/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20	1/16	4/5	120									0		
8	8	114/5	114/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20	1/16	4/5	121									0		
8	8	23	23	0.2	1/2	1/2	Chord	3/4	1	1	1/20	1/16	4/5	122									0		
8	8	116/5	116/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20	1/16	4/5	123									0		
8	8	117/5	117/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20	1/16	4/5	124									0		
8	8	118/5	118/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20	1/16	4/5	125									0		
8	8	119/5	119/5	0.2	7/10	7/10	Chord	3/4	1	1	1/20	1/16	4/5	126									0		
8	8	21	21	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	127									2		
8	8	22	22	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	128									2		
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	129									2		
9	9	24	24	0.2	0	0	Chord	3/4	1	1	1/20	1/16	4/5	130									0		
9	9	121/5	121/5	0.2	1/20	1/20	Chord	3/4	1	1	1/20	1/16	4/5	131									0		
9	9	122/5	122/5	0.2	1/10	1/10	Chord	3/4	1	1	1/20	1/16	4/5	132									0		
9	9	123/5	123/5	0.2	3/20	3/20	Chord	3/4	1	1	1/20	1/16	4/5	133									0		
9	9	124/5	124/5	0.2	1/5	1/5	Chord	3/4	1	1	1/20	1/16	4/5	134									0		
9	9	25	25	0.2	1/4	1/4	Chord	3/4	1	1	1/20	1/16	4/5	135									0		
9	9	126/5	126/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20	1/16	4/5	136									0		
9	9	127/5	127/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20	1/16	4/5	137									0		
9	9	128/5	128/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20	1/16	4/5	138									0		
9	9	129/5	129/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20	1/16	4/5	139									0		
9	9	26	26	0.2	1/2	1/2	Chord	3/4	1	1	1/20	1/16	4/5	140									0		
9	9	131/5	131/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20	1/16	4/5	141									0		
9	9	132/5	132/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20	1/16	4/5	142									0		
9	9	133/5	133/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20	1/16	4/5	143									0		
9	9	134/5	134/5	0.2	7/10	7/10	Chord	3/4	1	1	1/20	1/16	4/5	144									0		
9	9	24	24	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	145		articMarcatoAbove							2		
10	10	27	27	0.2	0	0	Chord	3/4	1	1	1/20	1/16	4/5	146									0		
10	10	136/5	136/5	0.2	1/20	1/20	Chord	3/4	1	1	1/20	1/16	4/5	147									0		
10	10	137/5	137/5	0.2	1/10	1/10	Chord	3/4	1	1	1/20	1/16	4/5	148									0		
10	10	138/5	138/5	0.2	3/20	3/20	Chord	3/4	1	1	1/20	1/16	4/5	149									0		
10	10	139/5	139/5	0.2	1/5	1/5	Chord	3/4	1	1	1/20	1/16	4/5	150									0		
10	10	28	28	0.2	1/4	1/4	Chord	3/4	1	1	1/20	1/16	4/5	151									0		
10	10	141/5	141/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20	1/16	4/5	152									0		
10	10	142/5	142/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20	1/16	4/5	153									0		
10	10	143/5	143/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20	1/16	4/5	154									0		
10	10	144/5	144/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20	1/16	4/5	155									0		
10	10	29	29	0.2	1/2	1/2	Chord	3/4	1	1	1/20	1/16	4/5	156									0		
10	10	146/5	146/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20	1/16	4/5	157									0		
10	10	147/5	147/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20	1/16	4/5	158									0		
10	10	148/5	148/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20	1/16	4/5	159									0		
10	10	149/5	149/5	0.2	7/10	7/10	Chord	3/4	1	1	1/20	1/16	4/5	160									0		
10	10	27	27	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	161											
11	11	30	30	0.2	0	0	Chord	3/4	1	1	1/20	1/16	4/5	162									0		
11	11	151/5	151/5	0.2	1/20	1/20	Chord	3/4	1	1	1/20	1/16	4/5	163									0		
11	11	152/5	152/5	0.2	1/10	1/10	Chord	3/4	1	1	1/20	1/16	4/5	164									0		
11	11	153/5	153/5	0.2	3/20	3/20	Chord	3/4	1	1	1/20	1/16	4/5	165									0		
11	11	154/5	154/5	0.2	1/5	1/5	Chord	3/4	1	1	1/20	1/16	4/5	166									0		
11	11	31	31	0.2	1/4	1/4	Chord	3/4	1	1	1/20	1/16	4/5	167									0		
11	11	156/5	156/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20	1/16	4/5	168									0		
11	11	157/5	157/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20	1/16	4/5	169									0		
11	11	158/5	158/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20	1/16	4/5	170									0		
11	11	159/5	159/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20	1/16	4/5	171									0		
11	11	32	32	0.2	1/2	1/2	Chord	3/4	1	1	1/20	1/16	4/5	172									0		
11	11	161/5	161/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20	1/16	4/5	173									0		
11	11	162/5	162/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20	1/16	4/5	174									0		
11	11	163/5	163/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20	1/16	4/5	175									0		
11	11	164/5	164/5	0.2	7/10	7/10	Chord	3/4	1	1	1/20	1/16	4/5	176									0		
11	11	30	30	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	177									3		
12	12	33	33	0.2	0	0	Chord	3/4	1	1	1/20	1/16	4/5	178									0		
12	12	166/5	166/5	0.2	1/20	1/20	Chord	3/4	1	1	1/20	1/16	4/5	179									0		
12	12	167/5	167/5	0.2	1/10	1/10	Chord	3/4	1	1	1/20	1/16	4/5	180									0		
12	12	168/5	168/5	0.2	3/20	3/20	Chord	3/4	1	1	1/20	1/16	4/5	181									0		
12	12	169/5	169/5	0.2	1/5	1/5	Chord	3/4	1	1	1/20	1/16	4/5	182									0		
12	12	34	34	0.2	1/4	1/4	Chord	3/4	1	1	1/20	1/16	4/5	183									0		
12	12	171/5	171/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20	1/16	4/5	184									0		
12	12	172/5	172/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20	1/16	4/5	185									0		
12	12	173/5	173/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20	1/16	4/5	186									0		
12	12	174/5	174/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20	1/16	4/5	187									0		
12	12	35	35	0.2	1/2	1/2	Chord	3/4	1	1	1/20	1/16	4/5	188									0		
12	12	176/5	176/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20	1/16	4/5	189									0		
12	12	177/5	177/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20	1/16	4/5	190									0		
12	12	178/5	178/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20	1/16	4/5	191									0		
12	12	179/5	179/5	0.2	7/10	7/10	Chord	3/4	1	1	1/20	1/16	4/5	192									0		
12	12	33	33	0.0	0	0	Spanner	3/4	2	1	0												3		0
12	12	33	33	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	193									3		0
12	12	34	34	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	194									3		0
12	12	71/2	71/2	0.0	5/8	5/8	Spanner	3/4	2	1	0												3		
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	195									3		
13	13	36	36	0.2	0	0	Chord	3/4	1	1	1/20	1/16	4/5	196									0		
13	13	181/5	181/5	0.2	1/20	1/20	Chord	3/4	1	1	1/20	1/16	4/5	197									0		
13	13	182/5	182/5	0.2	1/10	1/10	Chord	3/4	1	1	1/20	1/16	4/5	198									0		
13	13	183/5	183/5	0.2	3/20	3/20	Chord	3/4	1	1	1/20	1/16	4/5	199									0		
13	13	184/5	184/5	0.2	1/5	1/5	Chord	3/4	1	1	1/20	1/16	4/5	200									0		
13	13	37	37	0.2	1/4	1/4	Chord	3/4	1	1	1/20	1/16	4/5	201									0		
13	13	186/5	186/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20	1/16	4/5	202									0		
13	13	187/5	187/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20	1/16	4/5	203									0		
13	13	188/5	188/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20	1/16	4/5	204									0		
13	13	189/5	189/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20	1/16	4/5	205									0		
13	13	38	38	0.2	1/2	1/2	Chord	3/4	1	1	1/20	1/16	4/5	206									0		
13	13	191/5	191/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20	1/16	4/5	207									0		
13	13	192/5	192/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20	1/16	4/5	208									0		
13	13	193/5	193/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20	1/16	4/5	209									0		
13	13	194/5	194/5	0.2	7/10	7/10	Chord	3/4	1	1	1/20	1/16	4/5	210									0		
13	13	36	36	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	211									3		
14	14	39	39	0.2	0	0	Chord	3/4	1	1	1/20	1/16	4/5	212									0		
14	14	196/5	196/5	0.2	1/20	1/20	Chord	3/4	1	1	1/20	1/16	4/5	213									0		
14	14	197/5	197/5	0.2	1/10	1/10	Chord	3/4	1	1	1/20	1/16	4/5	214									0		
14	14	198/5	198/5	0.2	3/20	3/20	Chord	3/4	1	1	1/20	1/16	4/5	215									0		
14	14	199/5	199/5	0.2	1/5	1/5	Chord	3/4	1	1	1/20	1/16	4/5	216									0		
14	14	40	40	0.2	1/4	1/4	Chord	3/4	1	1	1/20	1/16	4/5	217									0		
14	14	201/5	201/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20	1/16	4/5	218									0		
14	14	202/5	202/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20	1/16	4/5	219									0		
14	14	203/5	203/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20	1/16	4/5	220									0		
14	14	204/5	204/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20	1/16	4/5	221									0		
14	14	41	41	0.2	1/2	1/2	Chord	3/4	1	1	1/20	1/16	4/5	222									0		
14	14	206/5	206/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20	1/16	4/5	223									0		
14	14	207/5	207/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20	1/16	4/5	224									0		
14	14	208/5	208/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20	1/16	4/5	225									0		
14	14	209/5	209/5	0.2	7/10	7/10	Chord	3/4	1	1	1/20	1/16	4/5	226									0		
14	14	39	39	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	227											
15	15	42	42	0.2	0	0	Chord	3/4	1	1	1/20	1/16	4/5	228									0		
15	15	211/5	211/5	0.2	1/20	1/20	Chord	3/4	1	1	1/20	1/16	4/5	229									0		
15	15	212/5	212/5	0.2	1/10	1/10	Chord	3/4	1	1	1/20	1/16	4/5	230									0		
15	15	213/5	213/5	0.2	3/20	3/20	Chord	3/4	1	1	1/20	1/16	4/5	231									0		
15	15	214/5	214/5	0.2	1/5	1/5	Chord	3/4	1	1	1/20	1/16	4/5	232									0		
15	15	43	43	0.2	1/4	1/4	Chord	3/4	1	1	1/20	1/16	4/5	233									0		
15	15	216/5	216/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20	1/16	4/5	234									0		
15	15	217/5	217/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20	1/16	4/5	235									0		
15	15	218/5	218/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20	1/16	4/5	236									0		
15	15	219/5	219/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20	1/16	4/5	237									0		
15	15	44	44	0.2	1/2	1/2	Chord	3/4	1	1	1/20	1/16	4/5	238									0		
15	15	221/5	221/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20	1/16	4/5	239									0		
15	15	222/5	222/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20	1/16	4/5	240									0		
15	15	223/5	223/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20	1/16	4/5	241									0		
15	15	224/5	224/5	0.2	7/10	7/10	Chord	3/4	1	1	1/20	1/16	4/5	242									0		
15	15	42	42	0.0	0	0	Dynamic	3/4	2	1	0				p										
15	15	42	42	0.0	0	0	StaffText	3/4	2	1	0						<i>più</i>								
15	15	42	42	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	243									4		
16	16	45	45	0.2	0	0	Chord	3/4	1	1	1/20	1/16	4/5	244									0		
16	16	226/5	226/5	0.2	1/20	1/20	Chord	3/4	1	1	1/20	1/16	4/5	245									0		
16	16	227/5	227/5	0.2	1/10	1/10	Chord	3/4	1	1	1/20	1/16	4/5	246									0		
16	16	228/5	228/5	0.2	3/20	3/20	Chord	3/4	1	1	1/20	1/16	4/5	247									0		
16	16	229/5	229/5	0.2	1/5	1/5	Chord	3/4	1	1	1/20	1/16	4/5	248									0		
16	16	46	46	0.2	1/4	1/4	Chord	3/4	1	1	1/20	1/16	4/5	249									0		
16	16	231/5	231/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20	1/16	4/5	250									0		
16	16	232/5	232/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20	1/16	4/5	251									0		
16	16	233/5	233/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20	1/16	4/5	252									0		
16	16	234/5	234/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20	1/16	4/5	253									0		
16	16	47	47	0.2	1/2	1/2	Chord	3/4	1	1	1/20	1/16	4/5	254									0		
16	16	236/5	236/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20	1/16	4/5	255									0		
16	16	237/5	237/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20	1/16	4/5	256									0		
16	16	238/5	238/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20	1/16	4/5	257									0		
