mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
2	2	5/2	5/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	16		articTenutoAbove									
3	3	4	4	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	17									2		
3	3	9/2	9/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	18									2		
3	3	37/8	37/8	0.375	5/32	5/32	Chord	2/4	1	1	3/32		1/16	3/2	19									2		
3	3	5	5	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	20									2, 3		
3	3	11/2	11/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	21									2, 3		
3	3	45/8	45/8	0.375	13/32	13/32	Chord	2/4	1	1	3/32		1/16	3/2	22									2		
3	3	4	4	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	23		articTenutoAbove							4		
3	3	4	4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	24									4		
3	3	9/2	9/2	0.0	1/8	1/8	Chord	2/4	2	1	0	acciaccatura	1/8	1	25		articTenutoAbove							4		
3	3	9/2	9/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	26									4		
3	3	5	5	0.0	1/4	1/4	Chord	2/4	2	1	0	acciaccatura	1/8	1	27		articTenutoAbove							4		
3	3	5	5	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	28									4		
3	3	11/2	11/2	0.0	3/8	3/8	Chord	2/4	2	1	0	acciaccatura	1/8	1	29		articTenutoAbove							4		
3	3	11/2	11/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	30									4		
4	4	6	6	0.0	0	0	Spanner	2/4	1	1	0													2	0	
4	4	6	6	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	31		articAccentBelow							2, 5	0	
4	4	7	7	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	32									2	0	
4	4	6	6	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	33		articTenutoAbove							4		
4	4	6	6	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	34									4		
4	4	13/2	13/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	35											
5	5	8	8	0.0	0	0	Spanner	2/4	1	1	0													2		
5	5	8	8	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	36									2		
5	5	17/2	17/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	37									6		
5	5	9	9	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	38									6		
5	5	19/2	19/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	39									6		
5	5	17/2	17/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	40									7		
5	5	9	9	0.75	1/4	1/4	Chord	2/4	2	2	3/16		1/8	3/2	41									7		
5	5	39/4	39/4	0.125	7/16	7/16	Chord	2/4	2	2	1/32		1/32	1	42									7		
5	5	79/8	79/8	0.125	15/32	15/32	Chord	2/4	2	2	1/32		1/32	1	43									7		
6	6	10	10	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	44									2		
6	6	11	11	0.0	1/4	1/4	Spanner	2/4	1	1	0															0
6	6	11	11	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	45									8		0
6	6	11	11	1.0	1/4	1/4	Chord	2/4	1	3	1/4		1/4	1	46											0
6	6	10	10	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	47											
6	6	11	11	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	48									9		
6	6	10	10	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	49											
6	6	11	11	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	50									10		
7	7	12	12	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	51											0
7	7	25/2	25/2	0.0	1/8	1/8	Spanner	2/4	1	1	0															
7	7	13	13	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	52									11		
7	7	12	12	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	53											
7	7	13	13	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	54											
7	7	12	12	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	55											
7	7	13	13	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	56									12		
7	7	12	12	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	57											
7	7	13	13	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	58									13		
8	8	14	14	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	59									11		
8	8	113/8	113/8	0.375	1/32	1/32	Chord	2/4	1	1	3/32		1/16	3/2	60											
8	8	15	15	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	61											
8	8	14	14	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	62											
8	8	15	15	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	63											
8	8	14	14	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	64											
8	8	15	15	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	65											
8	8	14	14	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	66											
8	8	15	15	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	67											
9	9	16	16	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	68		articAccentAbove							14		
9	9	129/8	129/8	0.0	1/32	1/32	StaffText	2/4	1	1	0							<i>cresc.</i>						14		
9	9	129/8	129/8	0.375	1/32	1/32	Chord	2/4	1	1	3/32		1/16	3/2	69									14		
9	9	33/2	33/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	70									14		
9	9	35/2	35/2	0.0	3/8	3/8	Spanner	2/4	1	1	0													14	1	
9	9	16	16	1.5	0	0	Chord	2/4	1	2	3/8		1/4	3/2	71										1	
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	72										1	
9	9	16	16	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	73											
9	9	16	16	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	74		articAccentBelow									
10	10	18	18	0.0	0	0	Spanner	2/4	1	1	0													14	1	1
10	10	18	18	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	75									14	1	1
10	10	19	19	0.0	1/4	1/4	Spanner	2/4	1	1	0															1
10	10	19	19	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	76											1
10	10	18	18	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	77											1
10	10	19	19	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	78											1
10	10	18	18	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	79											
10	10	18	18	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	80											
11	11	20	20	0.0	0	0	Spanner	2/4	1	1	0															
12	12	22	22	0.0	0	0	Dynamic	2/4	1	1	0					p										
12	12	22	22	0.0	0	0	Spanner	2/4	1	1	0														2	
12	12	22	22	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	81		articTenutoAbove							15	2	
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	82		articTenutoAbove							15	2	
12	12	23	23	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	83		articTenutoAbove							15	2	
12	12	47/2	47/2	0.0	3/8	3/8	Spanner	2/4	1	1	0													15		
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	84		articTenutoAbove							15		
12	12	22	22	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	85		articTenutoAbove							16		
12	12	22	22	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	86									16		
12	12	45/2	45/2	0.0	1/8	1/8	Chord	2/4	2	1	0	acciaccatura	1/8	1	87		articTenutoAbove							16		
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	88									16		
12	12	23	23	0.0	1/4	1/4	Chord	2/4	2	1	0	acciaccatura	1/8	1	89		articTenutoAbove							16		
12	12	23	23	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	90									16		
12	12	47/2	47/2	0.0	3/8	3/8	Chord	2/4	2	1	0	acciaccatura	1/8	1	91		articTenutoAbove							16		
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	92									16		
13	13	24	24	0.0	0	0	Spanner	2/4	1	1	0													15		2
13	13	24	24	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	93		articAccentAbove							15		2
13	13	25	25	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	94											2
13	13	51/2	51/2	0.0	3/8	3/8	Spanner	2/4	1	1	0															
13	13	24	24	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	95		articTenutoAbove							16		
13	13	24	24	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	96									16		
13	13	49/2	49/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	97											
14	14	26	26	0.0	0	0	Spanner	2/4	1	1	0															3
14	14	26	26	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	98									17		3
14	14	27	27	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	99											3
14	14	55/2	55/2	0.0	3/8	3/8	Spanner	2/4	1	1	0															
14	14	27	27	0.0	1/4	1/4	Dynamic	2/4	2	1	0					pp										
14	14	27	27	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	100											
15	15	28	28	0.0	0	0	Spanner	2/4	1	1	0															4
15	15	28	28	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	101									18		4
15	15	29	29	0.0	1/4	1/4	StaffText	2/4	1	1	0							<i>espress.</i>								4
15	15	29	29	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	102											4
15	15	59/2	59/2	0.0	3/8	3/8	Spanner	2/4	1	1	0															
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	103		articAccentBelow									
15	15	29	29	0.0	1/4	1/4	Dynamic	2/4	2	1	0					pp										
15	15	29	29	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	104											
16	16	30	30	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""12""/><b>Sostenuto</b>"								
16	16	30	30	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=42-46	42.0			1.0			
16	16	30	30	0.0	0	0	Dynamic	2/4	1	1	0					p										
16	16	30	30	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	105											
16	16	31	31	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	106											
16	16	125/4	125/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	107									19		
16	16	63/2	63/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	108									19		
16	16	127/4	127/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	109											
16	16	30	30	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	110									20		
16	16	61/2	61/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	111									20		
16	16	31	31	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	112											
16	16	30	30	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	113									21		
16	16	61/2	61/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	114									21		
16	16	123/4	123/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	115									21		
16	16	31	31	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	116											
17	17	32	32	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	117		articAccentAbove									
17	17	32	32	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	118									22		
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	119									22		
17	17	33	33	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	120									22		
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	121									22		
17	17	32	32	0.0	0	0	Spanner	2/4	2	1	0														3	
17	17	32	32	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	122									23	3	
17	17	65/2	65/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	123									23	3	
17	17	131/4	131/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	124									23	3	
17	17	33	33	0.0	1/4	1/4	Spanner	2/4	2	1	0													23		
17	17	33	33	0.0	1/4	1/4	Spanner	2/4	2	1	0													23	4	
17	17	33	33	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	125		articAccentAbove							23	4	
17	17	133/4	133/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8		1/8	1	126									23	4	
17	17	135/4	135/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	127									23	4	
18	18	34	34	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	128											
18	18	137/4	137/4	0.0	1/16	1/16	Spanner	3/4	1	1	0														5	
18	18	137/4	137/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	129									24	5	
18	18	69/2	69/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	130									24	5	
18	18	139/4	139/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	131									24	5	
18	18	35	35	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	132									24	5	
18	18	141/4	141/4	0.0	5/16	5/16	Spanner	3/4	1	1	0													24		
18	18	141/4	141/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	133									24		
18	18	71/2	71/2	0.0	3/8	3/8	Spanner	3/4	1	1	0													24		5
18	18	71/2	71/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	134									24		5
18	18	143/4	143/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	135									24		5
18	18	36	36	0.2	1/2	1/2	Chord	3/4	1	1	1/20		1/16	4/5	136									24		5
18	18	181/5	181/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20		1/16	4/5	137									24		5
18	18	182/5	182/5	0.0	3/5	3/5	Spanner	3/4	1	1	0													24		
18	18	182/5	182/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20		1/16	4/5	138									24		
18	18	183/5	183/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20		1/16	4/5	139									24		
18	18	184/5	184/5	0.2	7/10	7/10	Chord	3/4	1	1	1/20		1/16	4/5	140		articAccentAbove							24		
18	18	34	34	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	141											
18	18	34	34	0.0	0	0	Spanner	3/4	2	1	0															
18	18	34	34	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	142											
19	19	37	37	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	143									24		
19	19	38	38	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	144											
19	19	153/4	153/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	145									25		
19	19	77/2	77/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	146									25		
19	19	155/4	155/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	147											
19	19	37	37	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	148									26		
19	19	75/2	75/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	149									26		
19	19	38	38	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	150											
19	19	37	37	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	151									27		
19	19	75/2	75/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	152									27		
19	19	151/4	151/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	153									27		
19	19	38	38	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	154											
20	20	39	39	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	155											
20	20	39	39	0.0	0	0	Spanner	3/4	2	1	0														6	
20	20	39	39	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	156									28	6	
20	20	79/2	79/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	157									28	6	
20	20	40	40	0.0	1/4	1/4	Spanner	3/4	2	1	0													28		
20	20	40	40	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	158									28		
20	20	81/2	81/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	159									28		
20	20	41	41	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	160									28		
20	20	83/2	83/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	161									28		
20	20	39	39	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	162									29		
20	20	79/2	79/2	0.25	1/8	1/8	Chord	3/4	2	2	1/16		1/16	1	163									29		
20	20	159/4	159/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16		1/16	1	164									29		
20	20	40	40	0.25	1/4	1/4	Chord	3/4	2	2	1/16		1/16	1	165		articAccentBelow							29		
20	20	161/4	161/4	0.5	5/16	5/16	Chord	3/4	2	2	1/8		1/8	1	166									29		
20	20	163/4	163/4	0.25	7/16	7/16	Chord	3/4	2	2	1/16		1/16	1	167									29		
20	20	41	41	0.25	1/2	1/2	Chord	3/4	2	2	1/16		1/16	1	168		articAccentBelow							29		
20	20	165/4	165/4	0.5	9/16	9/16	Chord	3/4	2	2	1/8		1/8	1	169									29		
20	20	167/4	167/4	0.25	11/16	11/16	Chord	3/4	2	2	1/16		1/16	1	170									29		
21	21	42	42	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	171											
21	21	169/4	169/4	0.0	1/16	1/16	Spanner	3/4	1	1	0														7	
21	21	169/4	169/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	172									30	7	
21	21	85/2	85/2	0.0	1/8	1/8	StaffText	3/4	1	1	0							<i>poco agitato</i>						30	7	
21	21	85/2	85/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	173									30	7	
21	21	171/4	171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	174									30	7	
21	21	43	43	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	175									30	7	
21	21	173/4	173/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	176									30	7	
21	21	87/2	87/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	177									30	7	
21	21	175/4	175/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	178									30	7	
21	21	44	44	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	179									30	7	
21	21	177/4	177/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	180									30	7	
21	21	89/2	89/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	181										7	
21	21	179/4	179/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	182									31	7	
21	21	42	42	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	183											
21	21	42	42	0.5	0	0	Chord	3/4	2	3	1/8		1/8	1	184											
22	22	45	45	0.0	0	0	Spanner	3/4	1	1	0													31		
22	22	45	45	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	185									31		
22	22	181/4	181/4	0.0	1/16	1/16	Dynamic	3/4	1	1	0					f										
22	22	181/4	181/4	0.5	1/16	1/16	Chord	3/4	1	1	1/8		1/8	1	186											
22	22	183/4	183/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	187									32		
22	22	46	46	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	188									32		
22	22	185/4	185/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	189									32		
22	22	93/2	93/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	190											
22	22	187/4	187/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	191		articAccentAbove									
22	22	47	47	0.0	1/2	1/2	Spanner	3/4	1	1	0														8	
22	22	47	47	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	192										8	
22	22	189/4	189/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	193									33	8	
22	22	95/2	95/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	194									33	8	
22	22	191/4	191/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	195									33	8	
23	23	48	48	0.0	0	0	StaffText	2/4	1	1	0							<i>poco rit.</i>								
23	23	48	48	0.0	0	0	Spanner	2/4	1	1	0															
23	23	48	48	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	196											
23	23	193/4	193/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	197		articAccentAbove									
23	23	195/4	195/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	198		articAccentAbove									
23	23	49	49	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	199											
23	23	197/4	197/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	200		articAccentBelow									
24	24	50	50	0.0	0	0	Tempo	2/4	1	1	0								Piùsostenuto𝅘𝅥=36	36.0	Piùsostenuto𝅘𝅥	36.0	1.0			
24	24	50	50	0.0	0	0	Dynamic	2/4	1	1	0					mp										
24	24	50	50	0.0	0	0	Spanner	2/4	1	1	0															6
24	24	50	50	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	201									34		6
24	24	201/4	201/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	202									34		6
24	24	101/2	101/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	203									34		6
24	24	203/4	203/4	0.0	3/16	3/16	Spanner	2/4	1	1	0													34		
24	24	203/4	203/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	204									34		
24	24	51	51	0.0	1/4	1/4	Spanner	2/4	1	1	0													34		7
24	24	51	51	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	205									34		7
24	24	103/2	103/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	206											7
24	24	207/4	207/4	0.0	7/16	7/16	Spanner	2/4	1	1	0															
24	24	50	50	0.0	0	0	Spanner	2/4	2	1	0															8
24	24	50	50	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	207									35		8
24	24	50	50	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	208									35		8
24	24	50	50	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	209									35		8
24	24	50	50	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	210		articAccentAbove							35		8
24	24	50	50	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	211									35		8
24	24	201/4	201/4	0.0	1/16	1/16	Chord	2/4	2	1	0	acciaccatura	1/8	1	212									35		8
24	24	201/4	201/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	213									35		8
24	24	101/2	101/2	0.0	1/8	1/8	Chord	2/4	2	1	0	acciaccatura	1/8	1	214									35		8
24	24	101/2	101/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	215									35		8
24	24	203/4	203/4	0.0	3/16	3/16	Spanner	2/4	2	1	0													35		
24	24	203/4	203/4	0.0	3/16	3/16	Chord	2/4	2	1	0	acciaccatura	1/8	1	216									35		
24	24	203/4	203/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	217									35		
24	24	51	51	0.0	1/4	1/4	Chord	2/4	2	1	0	acciaccatura	1/8	1	218									35		
24	24	51	51	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	219									35		
24	24	205/4	205/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8		1/8	1	220											
25	25	52	52	0.0	0	0	Spanner	2/4	1	1	0															9
25	25	52	52	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	221									36		9
25	25	209/4	209/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	222									36		9
25	25	105/2	105/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	223									36		9
25	25	211/4	211/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	224									36		9
25	25	53	53	0.0	1/4	1/4	Spanner	2/4	1	1	0													36		
25	25	53	53	0.0	1/4	1/4	Spanner	2/4	1	1	0													36		10
25	25	53	53	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	225									36		10
25	25	107/2	107/2	0.0	3/8	3/8	Spanner	2/4	1	1	0															
25	25	107/2	107/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	226											
25	25	52	52	0.0	0	0	Spanner	2/4	2	1	0															11
25	25	52	52	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	227									37		11
25	25	52	52	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	228									37		11
25	25	209/4	209/4	0.0	1/16	1/16	Chord	2/4	2	1	0	acciaccatura	1/8	1	229									37		11
