mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	crescendo_hairpin	decrescendo_hairpin	TextLine
33	33	67	67	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	211		articStaccatoBelow											
33	33	135/2	135/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	212		articStaccatoBelow											
33	33	66	66	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	213									19				
33	33	67	67	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	214													
34	34	68	68	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=180	180.0	𝅘𝅥	180.0	1.0					
34	34	68	68	0.0	0	0	Dynamic	2/4	1	1	0					p												
34	34	68	68	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	215		articStaccatoBelow											
34	34	137/2	137/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	216		articStaccatoBelow											
34	34	69	69	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	217		articStaccatoBelow											
34	34	139/2	139/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	218		articStaccatoBelow											
34	34	68	68	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	219		articAccentAbove											
34	34	137/2	137/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	220		articTenutoAbove											
34	34	139/2	139/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	221		articStaccatoAbove											
35	35	70	70	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	222		articStaccatoBelow											
35	35	141/2	141/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	223		articStaccatoBelow											
35	35	71	71	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	224		articStaccatoBelow											
35	35	143/2	143/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	225		articStaccatoBelow											
35	35	70	70	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	226		articAccentAbove											
35	35	141/2	141/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	227		articTenutoAbove											
35	35	143/2	143/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	228		articStaccatoAbove											
36	36	72	72	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	229		articStaccatoBelow											
36	36	145/2	145/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	230		articStaccatoBelow											
36	36	73	73	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	231		articStaccatoBelow											
36	36	147/2	147/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	232		articStaccatoBelow											
36	36	72	72	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	233		articAccentAbove											
36	36	145/2	145/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	234		articTenutoAbove											
36	36	147/2	147/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	235		articStaccatoAbove											
37	37	74	74	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	236		articStaccatoBelow											
37	37	149/2	149/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	237		articStaccatoBelow											
37	37	75	75	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	238		articStaccatoBelow											
37	37	151/2	151/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	239		articStaccatoBelow											
37	37	74	74	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	240		articAccentAbove											
37	37	149/2	149/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	241		articTenutoAbove											
37	37	151/2	151/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	242		articStaccatoAbove											
38	38	76	76	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	243		articStaccatoBelow											
38	38	153/2	153/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	244		articStaccatoBelow											
38	38	77	77	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	245		articStaccatoBelow											
38	38	155/2	155/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	246		articStaccatoBelow											
38	38	76	76	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	247		articAccentAbove											
38	38	153/2	153/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	248		articTenutoAbove											
38	38	155/2	155/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	249		articStaccatoAbove											
39	39	78	78	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=120	120.0	𝅘𝅥	120.0	1.0					
39	39	78	78	0.0	0	0	Spanner	2/4	1	1	0															4		
39	39	78	78	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	250		articStaccatoBelow									4		
39	39	157/2	157/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	251		articStaccatoBelow									4		
39	39	79	79	0.0	1/4	1/4	StaffText	2/4	1	1	0							<i>rit.</i>								4		
39	39	79	79	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	252		articStaccatoBelow									4		
39	39	159/2	159/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	253		articStaccatoBelow									4		
39	39	78	78	0.0	0	0	StaffText	2/4	2	1	0							<i>cresc.</i>										
39	39	78	78	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	254									20				
39	39	79	79	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	255									20				
40	40	80	80	0.0	0	0	Spanner	2/4	1	1	0																	
40	40	80	80	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	256		articStaccatoBelow											
40	40	161/2	161/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	257		articStaccatoBelow											
40	40	81	81	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	258		articStaccatoBelow											
40	40	163/2	163/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	259		articStaccatoBelow											
40	40	80	80	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	260									20				
41	41	82	82	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	261		articStaccatoBelow											
41	41	165/2	165/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	262		articStaccatoBelow											
41	41	83	83	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	263		articStaccatoBelow											
41	41	167/2	167/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	264		articStaccatoBelow											
41	41	82	82	0.0	0	0	Spanner	2/4	2	1	0																4	
41	41	82	82	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	265												4	
42	42	84	84	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	1.0					
42	42	84	84	0.0	0	0	Dynamic	2/4	1	1	0					pp												
42	42	84	84	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	266		articStaccatoBelow											
42	42	169/2	169/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	267		articStaccatoBelow											
42	42	85	85	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	268		articStaccatoBelow											
42	42	171/2	171/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	269		articStaccatoBelow											
42	42	84	84	0.0	0	0	Dynamic	2/4	2	1	0					p												
42	42	84	84	0.0	0	0	Spanner	2/4	2	1	0																	
42	42	84	84	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	270									21				
43	43	86	86	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	271		articStaccatoBelow											
43	43	173/2	173/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	272		articStaccatoBelow											
43	43	87	87	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	273		articStaccatoBelow											
43	43	175/2	175/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	274		articStaccatoBelow											
43	43	86	86	1.75	0	0	Chord	2/4	2	1	7/16		1/4	7/4	275									21				
43	43	351/4	351/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	276													
44	44	88	88	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	277		articStaccatoBelow											
44	44	177/2	177/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	278		articStaccatoBelow											
44	44	89	89	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	279		articStaccatoBelow											
44	44	179/2	179/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	280		articStaccatoBelow											
44	44	88	88	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	281									22				
45	45	90	90	0.0	0	0	StaffText	2/4	1	1	0							<i>poco rit.</i>										
45	45	90	90	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	282		articStaccatoBelow											
45	45	181/2	181/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	283		articStaccatoBelow											
45	45	91	91	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	284		articStaccatoBelow											
45	45	183/2	183/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	285		articStaccatoBelow											
45	45	90	90	1.75	0	0	Chord	2/4	2	1	7/16		1/4	7/4	286									22				
45	45	367/4	367/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	287													
46	46	92	92	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=120	120.0	𝅘𝅥	120.0	1.0					
46	46	92	92	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	288		articStaccatoBelow											
46	46	185/2	185/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	289		articStaccatoBelow											
46	46	93	93	0.0	1/4	1/4	StaffText	2/4	1	1	0							<i>rit.</i>										
46	46	93	93	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	290		articStaccatoBelow											
46	46	187/2	187/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	291		articStaccatoBelow											
46	46	92	92	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	292									23				
47	47	94	94	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	293		articStaccatoBelow											
47	47	189/2	189/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	294		articStaccatoBelow											
47	47	94	94	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	295									23				
47	47	95	95	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	296									23				
48	48	96	96	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	297		articStaccatoBelow											
48	48	193/2	193/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	298		articStaccatoBelow											
48	48	96	96	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	299		articTenutoBelow							23				
48	48	97	97	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	300		articTenutoBelow											
49	49	98	98	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	1.0					
49	49	99	99	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	301		articStaccatoBelow											
49	49	199/2	199/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	302		articStaccatoBelow											
49	49	98	98	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	303									24				
50	50	101	101	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	304		articStaccatoBelow											
50	50	203/2	203/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	305		articStaccatoBelow											
50	50	100	100	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	306									24				
51	51	103	103	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	307		articStaccatoBelow											
51	51	207/2	207/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	308		articStaccatoBelow											
51	51	102	102	0.0	0	0	StaffText	2/4	2	1	0							<i>calando</i>						24				
51	51	102	102	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	309									24				
52	52	105	105	0.0	1/4	1/4	StaffText	2/4	1	1	0							<i>rit.</i>										
52	52	105	105	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	310		articStaccatoBelow											
52	52	211/2	211/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	311		articStaccatoBelow											
52	52	104	104	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	312									24				
53	53	107	107	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	313		articStaccatoBelow											
53	53	215/2	215/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	314		articStaccatoBelow											
53	53	106	106	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	315													
54	54	108	108	0.0	0	0	StaffText	2/4	1	1	0							<i>poco a poco accel.</i>										
54	54	108	108	0.0	0	0	StaffText	2/4	1	1	0							<i>poco a poco cresc.</i>										
54	54	108	108	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	316		articStaccatoBelow											
54	54	217/2	217/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	317		articStaccatoBelow											
54	54	109	109	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	318		articStaccatoBelow											
54	54	219/2	219/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	319		articStaccatoBelow											
54	54	108	108	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	320		articTenutoBelow											
54	54	109	109	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	321		articTenutoBelow											
55	55	110	110	0.0	0	0	Spanner	2/4	1	1	0															5		
55	55	110	110	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	322		articStaccatoBelow									5		
55	55	221/2	221/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	323		articStaccatoBelow									5		
55	55	111	111	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	324		articStaccatoBelow									5		
55	55	223/2	223/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	325		articStaccatoBelow									5		
55	55	110	110	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	326		articTenutoBelow											
55	55	111	111	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	327		articTenutoBelow											
56	56	112	112	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	328		articStaccatoBelow									5		
56	56	225/2	225/2	0.0	1/8	1/8	Spanner	2/4	1	1	0																	
56	56	225/2	225/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	329		articStaccatoBelow											
56	56	113	113	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	330		articStaccatoBelow											
56	56	227/2	227/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	331		articStaccatoBelow											
56	56	112	112	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	332		articTenutoBelow											
56	56	113	113	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	333		articTenutoBelow											
57	57	114	114	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	334		articStaccatoBelow											
57	57	229/2	229/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	335		articStaccatoBelow											
57	57	115	115	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	336		articStaccatoBelow											
57	57	231/2	231/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	337		articStaccatoBelow											
57	57	114	114	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	338		articTenutoBelow											
57	57	115	115	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	339		articStaccatoBelow							25				
57	57	231/2	231/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	340		articStaccatoBelow											
58	58	116	116	0.0	0	0	StaffText	2/4	1	1	0							<i>molto</i>										
58	58	116	116	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	341		articStaccatoBelow											
58	58	233/2	233/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	342		articStaccatoBelow											
58	58	117	117	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	343		articStaccatoBelow											
58	58	235/2	235/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	344		articStaccatoBelow											
58	58	116	116	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	345		articTenutoBelow											
58	58	117	117	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	346		articTenutoBelow											
59	59	118	118	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	347		articStaccatoBelow											
59	59	237/2	237/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	348		articStaccatoBelow											
59	59	119	119	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	349		articStaccatoBelow											
59	59	239/2	239/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	350		articStaccatoBelow											
59	59	118	118	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	351		articTenutoBelow											
59	59	119	119	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	352		articStaccatoBelow							26				
59	59	239/2	239/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	353		articStaccatoBelow											
60	60	120	120	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=200	200.0	𝅘𝅥	200.0	1.0					
60	60	120	120	0.0	0	0	Dynamic	2/4	1	1	0					f												
60	60	120	120	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	354		articStaccatoAbove											
60	60	241/2	241/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	355		articStaccatoAbove											
60	60	121	121	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	356		articStaccatoAbove											
60	60	243/2	243/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	357		articStaccatoAbove											
60	60	120	120	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	358									27				
61	61	122	122	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	359		articStaccatoAbove											
61	61	245/2	245/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	360		articStaccatoAbove											
61	61	123	123	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	361		articStaccatoBelow											
61	61	247/2	247/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	362		articStaccatoBelow											
61	61	122	122	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	363									27				
61	61	123	123	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	364		articStaccatoBelow							27				
61	61	247/2	247/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	365		articStaccatoBelow											
62	62	124	124	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	366		articStaccatoAbove											
62	62	249/2	249/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	367		articStaccatoAbove											
62	62	125	125	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	368		articStaccatoAbove											
62	62	251/2	251/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	369		articStaccatoAbove											
62	62	124	124	0.0	0	0	Dynamic	2/4	2	1	0					sf												
62	62	124	124	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	370									28				
63	63	126	126	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	371		articStaccatoAbove											
63	63	253/2	253/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	372		articStaccatoAbove											
63	63	127	127	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	373		articStaccatoBelow											
63	63	255/2	255/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	374		articStaccatoBelow											
63	63	126	126	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	375									28				
63	63	127	127	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	376		articStaccatoBelow							28				
63	63	255/2	255/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	377		articStaccatoBelow											
64	64	128	128	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	378		articStaccatoAbove											
64	64	257/2	257/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	379		articStaccatoAbove											
64	64	129	129	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	380		articStaccatoAbove											
64	64	259/2	259/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	381		articStaccatoAbove											
64	64	128	128	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	382		articStaccatoAbove											
64	64	257/2	257/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	383		articStaccatoAbove											
64	64	129	129	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	384									29				
65	65	130	130	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	385		articStaccatoAbove											
65	65	261/2	261/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	386		articStaccatoAbove											
65	65	131	131	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	387		articStaccatoAbove											
65	65	263/2	263/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	388		articStaccatoAbove											
65	65	130	130	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	389									29				
65	65	261/2	261/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	390													
65	65	131	131	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	391									30				
66	66	132	132	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	392		articStaccatoAbove											
66	66	265/2	265/2	0.0	1/8	1/8	Spanner	2/4	1	1	0															6		
66	66	265/2	265/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	393		articStaccatoAbove									6		
66	66	133	133	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	394		articStaccatoBelow									6		
66	66	267/2	267/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	395		articStaccatoBelow									6		
66	66	132	132	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	396									30				
66	66	265/2	265/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	397													
66	66	133	133	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	398		articStaccatoAbove											
66	66	267/2	267/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	399		articStaccatoAbove											
67	67	134	134	0.0	0	0	StaffText	2/4	1	1	0							<i>acc.</i>								6		
67	67	134	134	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	400		articStaccatoAbove									6		
67	67	269/2	269/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	401		articStaccatoAbove									6		
67	67	135	135	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	402		articStaccatoBelow									6		
67	67	271/2	271/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	403		articStaccatoBelow									6		
67	67	134	134	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	404		articStaccatoAbove											
67	67	269/2	269/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	405		articStaccatoAbove											
67	67	135	135	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	406		articStaccatoAbove											
67	67	271/2	271/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	407		articStaccatoAbove											
68	68	136	136	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	408		articStaccatoAbove									6		
68	68	273/2	273/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	409		articStaccatoAbove									6		
68	68	137	137	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	410		articStaccatoBelow									6		
68	68	275/2	275/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	411		articStaccatoBelow									6		
68	68	136	136	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	412		articStaccatoAbove											
68	68	273/2	273/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	413		articStaccatoAbove											
68	68	137	137	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	414		articStaccatoAbove											
68	68	275/2	275/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	415		articStaccatoAbove											
69	69	138	138	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	416		articStaccatoAbove									6		
69	69	277/2	277/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	417		articStaccatoAbove									6		
69	69	139	139	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	418		articStaccatoBelow									6		
69	69	279/2	279/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	419		articStaccatoBelow									6		
69	69	138	138	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	420		articStaccatoAbove											
69	69	277/2	277/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	421		articStaccatoAbove											
69	69	139	139	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	422		articStaccatoAbove											
69	69	279/2	279/2	0.0	3/8	3/8	Spanner	2/4	2	1	0																	0
69	69	279/2	279/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	423		articStaccatoAbove											0
70	70	140	140	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=208	208.0	𝅘𝅥	208.0	1.0					
70	70	140	140	0.0	0	0	Dynamic	2/4	1	1	0					sf												
70	70	140	140	0.0	0	0	Spanner	2/4	1	1	0																	
70	70	140	140	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	424		articStaccatoAbove											
70	70	281/2	281/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	425		articStaccatoAbove											
70	70	141	141	0.0	1/4	1/4	Dynamic	2/4	2	1	0					sf												
70	70	141	141	0.0	1/4	1/4	Spanner	2/4	2	1	0																	
70	70	141	141	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	426		articStaccatoAbove											
70	70	283/2	283/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	427		articStaccatoAbove											
71	71	142	142	0.0	0	0	Dynamic	2/4	1	1	0					sf												
71	71	142	142	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	428		articStaccatoAbove											
71	71	285/2	285/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	429		articStaccatoAbove											
71	71	143	143	0.0	1/4	1/4	Dynamic	2/4	2	1	0					sf												
71	71	143	143	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	430		articStaccatoBelow											
71	71	287/2	287/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	431		articStaccatoBelow											
72	72	144	144	0.0	0	0	Dynamic	2/4	1	1	0					sf												
72	72	144	144	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	432		articStaccatoBelow											
72	72	289/2	289/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	433		articStaccatoBelow											
72	72	145	145	0.0	1/4	1/4	Dynamic	2/4	2	1	0					sf												
