mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	crescendo_hairpin	decrescendo_hairpin	TextLine
10	10	41/2	41/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	60		articStaccatoBelow											
10	10	21	21	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	61		articStaccatoBelow											
10	10	43/2	43/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	62		articStaccatoBelow											
10	10	20	20	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	63		articStaccatoBelow							9				
10	10	41/2	41/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	64		articStaccatoBelow											
10	10	21	21	0.0	1/4	1/4	Dynamic	2/4	2	1	0					sf												
10	10	21	21	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	65									10				
11	11	22	22	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	66		articStaccatoBelow											
11	11	45/2	45/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	67		articStaccatoBelow											
11	11	23	23	0.0	1/4	1/4	StaffText	2/4	1	1	0							<i>poco accel.</i>										
11	11	23	23	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	68		articStaccatoBelow											
11	11	47/2	47/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	69		articStaccatoBelow											
11	11	22	22	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	70									10				
12	12	24	24	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	71		articStaccatoBelow											
12	12	49/2	49/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	72		articStaccatoBelow											
12	12	25	25	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	73		articStaccatoBelow											
12	12	51/2	51/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	74		articStaccatoBelow											
12	12	24	24	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	75									10				
13	13	26	26	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	76		articStaccatoBelow											
13	13	53/2	53/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	77		articStaccatoBelow											
13	13	27	27	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	78		articStaccatoBelow											
13	13	55/2	55/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	79		articStaccatoBelow											
13	13	26	26	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	80									10				
14	14	28	28	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	81		articStaccatoBelow											
14	14	57/2	57/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	82		articStaccatoBelow											
14	14	29	29	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	83		articStaccatoBelow											
14	14	59/2	59/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	84		articStaccatoBelow											
14	14	28	28	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	85									10				
14	14	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	86													
15	15	30	30	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=140	140.0	𝅘𝅥	140.0	1.0					
15	15	30	30	0.0	0	0	Dynamic	2/4	1	1	0					mp												
15	15	30	30	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	87		articStaccatoBelow											
15	15	61/2	61/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	88		articStaccatoBelow											
15	15	31	31	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	89		articStaccatoBelow											
15	15	63/2	63/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	90		articStaccatoBelow											
15	15	30	30	0.0	0	0	Dynamic	2/4	2	1	0					mf												
15	15	30	30	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	91									11				
15	15	63/2	63/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	92													
16	16	32	32	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	93		articStaccatoBelow											
16	16	65/2	65/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	94		articStaccatoBelow											
16	16	33	33	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	95		articStaccatoBelow											
16	16	67/2	67/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	96		articStaccatoBelow											
16	16	32	32	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	97		articStaccatoBelow											
16	16	65/2	65/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	98		articStaccatoBelow											
16	16	33	33	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	99									12				
17	17	34	34	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	100		articStaccatoBelow											
17	17	69/2	69/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	101		articStaccatoBelow											
17	17	35	35	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	102		articStaccatoBelow											
17	17	71/2	71/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	103		articStaccatoBelow											
17	17	34	34	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	104									12				
17	17	69/2	69/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	105													
17	17	35	35	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	106									13				
18	18	36	36	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	107		articStaccatoBelow											
18	18	73/2	73/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	108		articStaccatoBelow											
18	18	37	37	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	109		articStaccatoBelow											
18	18	75/2	75/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	110		articStaccatoBelow											
18	18	36	36	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	111									13				
18	18	73/2	73/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	112													
18	18	37	37	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	113		articStaccatoAbove											
18	18	75/2	75/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	114									14				
19	19	38	38	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	115		articStaccatoBelow											
19	19	77/2	77/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	116		articStaccatoBelow											
19	19	39	39	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	117		articStaccatoBelow											
19	19	79/2	79/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	118		articStaccatoBelow											
19	19	38	38	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	119									14				
19	19	77/2	77/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	120													
19	19	39	39	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	121		articStaccatoAbove											
19	19	79/2	79/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	122									15				
20	20	40	40	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	123		articStaccatoBelow											
20	20	81/2	81/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	124		articStaccatoBelow											
20	20	41	41	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	125		articStaccatoBelow											
20	20	83/2	83/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	126		articStaccatoBelow											
20	20	40	40	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	127									15				
20	20	81/2	81/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	128													
20	20	41	41	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	129		articStaccatoAbove											
20	20	83/2	83/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	130									16				
21	21	42	42	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	131		articStaccatoBelow											
21	21	85/2	85/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	132		articStaccatoBelow											
21	21	43	43	0.0	1/4	1/4	StaffText	2/4	1	1	0							<i>poco cresc.</i>										
21	21	43	43	0.0	1/4	1/4	Spanner	2/4	1	1	0															2		
21	21	43	43	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	133		articStaccatoBelow									2		
21	21	87/2	87/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	134		articStaccatoBelow									2		
21	21	42	42	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	135									16				
21	21	85/2	85/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	136													
21	21	43	43	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	137		articStaccatoAbove											
21	21	87/2	87/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	138		articStaccatoAbove											
22	22	44	44	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	139		articStaccatoBelow									2		
22	22	89/2	89/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	140		articStaccatoBelow									2		
22	22	45	45	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	141		articStaccatoBelow									2		
22	22	91/2	91/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	142		articStaccatoBelow									2		
22	22	44	44	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	143		articStaccatoAbove											
22	22	89/2	89/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	144		articStaccatoAbove											
22	22	45	45	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	145		articStaccatoAbove											
22	22	91/2	91/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	146		articStaccatoAbove											
23	23	46	46	0.0	0	0	Spanner	2/4	1	1	0																	
23	23	46	46	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	147		articStaccatoBelow											
23	23	93/2	93/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	148		articStaccatoBelow											
23	23	47	47	0.0	1/4	1/4	StaffText	2/4	1	1	0							<i>rit.</i>										
23	23	47	47	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	149		articStaccatoBelow											
23	23	95/2	95/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	150		articStaccatoBelow											
23	23	46	46	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	151													
23	23	93/2	93/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	152													
23	23	47	47	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	153													
23	23	142/3	142/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	154													
23	23	143/3	143/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	155													
24	24	48	48	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=120	120.0	𝅘𝅥	120.0	1.0					
24	24	48	48	0.0	0	0	StaffText	2/4	1	1	0							<i>dim.</i>										
24	24	48	48	0.0	0	0	Spanner	2/4	1	1	0																3	
24	24	48	48	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	156		articStaccatoBelow										3	
24	24	97/2	97/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	157		articStaccatoBelow										3	
24	24	49	49	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	158		articStaccatoBelow										3	
24	24	99/2	99/2	0.0	3/8	3/8	StaffText	2/4	1	1	0							<i>rit.</i>										
24	24	99/2	99/2	0.0	3/8	3/8	Spanner	2/4	1	1	0																	
24	24	99/2	99/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	159		articStaccatoBelow											
24	24	48	48	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	160		articTenutoAbove											
24	24	49	49	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	161		articTenutoBelow											
25	25	50	50	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	162		articStaccatoBelow											
25	25	101/2	101/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	163		articStaccatoBelow											
25	25	51	51	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	164		articStaccatoBelow											
25	25	103/2	103/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	165		articStaccatoBelow											
25	25	50	50	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	166		articTenutoBelow											
25	25	51	51	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	167		articTenutoBelow											
26	26	52	52	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=100	100.0	𝅘𝅥	100.0	1.0					
26	26	52	52	0.0	0	0	Dynamic	2/4	1	1	0					pp												
26	26	52	52	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	168		articStaccatoBelow											
26	26	105/2	105/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	169		articStaccatoBelow											
26	26	53	53	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	170		articStaccatoBelow											
26	26	107/2	107/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	171		articStaccatoBelow											
26	26	52	52	0.0	0	0	Dynamic	2/4	2	1	0					p												
26	26	52	52	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	172		articMarcatoAbove							17				
27	27	54	54	0.0	0	0	StaffText	2/4	1	1	0							<i>poco rit.</i>										
27	27	54	54	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	173		articStaccatoBelow											
27	27	109/2	109/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	174		articStaccatoBelow											
27	27	55	55	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	175		articStaccatoBelow											
27	27	111/2	111/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	176		articStaccatoBelow											
27	27	54	54	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	177									17				
28	28	56	56	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	178		articStaccatoBelow											
28	28	113/2	113/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	179		articStaccatoBelow											
28	28	57	57	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	180		articStaccatoBelow											
28	28	115/2	115/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	181		articStaccatoBelow											
28	28	56	56	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	182									17				
29	29	58	58	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	183		articStaccatoBelow											
29	29	117/2	117/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	184		articStaccatoBelow											
29	29	59	59	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	185		articStaccatoBelow											
29	29	119/2	119/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	186		articStaccatoBelow											
29	29	58	58	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	187													
30	30	60	60	0.0	0	0	StaffText	2/4	1	1	0							<i> rit. molto</i>										
30	30	60	60	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	188		articStaccatoBelow											
30	30	121/2	121/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	189		articStaccatoBelow											
30	30	61	61	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	190		articStaccatoBelow											
30	30	123/2	123/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	191		articStaccatoBelow											
30	30	60	60	0.0	0	0	Spanner	2/4	2	1	0															3		
30	30	60	60	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	192									18		3		
30	30	61	61	0.2	1/4	1/4	Chord	2/4	2	1	1/20		1/16	4/5	193									18		3		
30	30	306/5	306/5	0.2	3/10	3/10	Chord	2/4	2	1	1/20		1/16	4/5	194									18		3		
30	30	307/5	307/5	0.2	7/20	7/20	Chord	2/4	2	1	1/20		1/16	4/5	195									18		3		
30	30	308/5	308/5	0.2	2/5	2/5	Chord	2/4	2	1	1/20		1/16	4/5	196									18		3		
30	30	309/5	309/5	0.2	9/20	9/20	Chord	2/4	2	1	1/20		1/16	4/5	197									18		3		
31	31	62	62	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	198		articStaccatoBelow											
31	31	125/2	125/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	199		articStaccatoBelow											
31	31	63	63	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	200		articStaccatoBelow											
31	31	127/2	127/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	201		articStaccatoBelow											
31	31	62	62	0.0	0	0	Spanner	2/4	2	1	0													18				
31	31	62	62	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	202									18				
31	31	63	63	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	203													
32	32	64	64	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=120	120.0	𝅘𝅥	120.0	1.0					
32	32	64	64	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	204		articStaccatoBelow											
32	32	129/2	129/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	205		articStaccatoBelow											
32	32	65	65	0.0	1/4	1/4	StaffText	2/4	1	1	0							<i>rit.</i>										
32	32	65	65	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	206		articStaccatoBelow											
32	32	131/2	131/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	207		articStaccatoBelow											
32	32	64	64	0.0	0	0	Dynamic	2/4	2	1	0					pp												
32	32	64	64	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	208									19				
33	33	66	66	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	209		articStaccatoBelow											
33	33	133/2	133/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	210		articStaccatoBelow											
