mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
210	210	315	315	0.125	0	0	Chord	3/8	2	1	1/32	1/32	1	987									80				
210	210	2521/8	2521/8	0.0	1/32	1/32	Spanner	3/8	2	1	0												80		15		
210	210	2521/8	2521/8	0.125	1/32	1/32	Chord	3/8	2	1	1/32	1/32	1	988									80		15		
210	210	1261/4	1261/4	0.125	1/16	1/16	Chord	3/8	2	1	1/32	1/32	1	989									80		15		
210	210	2523/8	2523/8	0.125	3/32	3/32	Chord	3/8	2	1	1/32	1/32	1	990									80		15		
210	210	631/2	631/2	0.125	1/8	1/8	Chord	3/8	2	1	1/32	1/32	1	991									80		15		
210	210	2525/8	2525/8	0.125	5/32	5/32	Chord	3/8	2	1	1/32	1/32	1	992									80		15		
210	210	1263/4	1263/4	0.125	3/16	3/16	Chord	3/8	2	1	1/32	1/32	1	993									80		15		
210	210	2527/8	2527/8	0.125	7/32	7/32	Chord	3/8	2	1	1/32	1/32	1	994									80		15		
210	210	316	316	0.07142857142857142	1/4	1/4	Chord	3/8	2	1	1/56	1/32	4/7	995									80		15		
210	210	4425/14	4425/14	0.07142857142857142	15/56	15/56	Chord	3/8	2	1	1/56	1/32	4/7	996									80		15		
210	210	2213/7	2213/7	0.07142857142857142	2/7	2/7	Chord	3/8	2	1	1/56	1/32	4/7	997									80		15		
210	210	4427/14	4427/14	0.07142857142857142	17/56	17/56	Chord	3/8	2	1	1/56	1/32	4/7	998									80		15		
210	210	2214/7	2214/7	0.07142857142857142	9/28	9/28	Chord	3/8	2	1	1/56	1/32	4/7	999									80		15		
210	210	4429/14	4429/14	0.07142857142857142	19/56	19/56	Chord	3/8	2	1	1/56	1/32	4/7	1000									80		15		
210	210	2215/7	2215/7	0.07142857142857142	5/14	5/14	Chord	3/8	2	1	1/56	1/32	4/7	1001											15		
211	211	633/2	633/2	0.0	0	0	Spanner	3/8	1	1	0																2
211	211	633/2	633/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1002													2
211	211	317	317	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	1003													2
211	211	635/2	635/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	1004													2
211	211	633/2	633/2	0.0	0	0	Dynamic	3/8	2	1	0				fff												
211	211	633/2	633/2	0.0	0	0	StaffText	3/8	2	1	0						<i>marcatissimo</i>										
211	211	633/2	633/2	0.0	0	0	Spanner	3/8	2	1	0																
211	211	633/2	633/2	0.0	0	0	Spanner	3/8	2	1	0																3
212	212	318	318	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1005													2
212	212	637/2	637/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	1006													2
212	212	319	319	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	1007													2
213	213	639/2	639/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1008													2
213	213	320	320	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	1009													2
213	213	641/2	641/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	1010													2
214	214	321	321	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	1011													3
215	215	645/2	645/2	0.0	0	0	Spanner	3/8	1	1	0																
215	215	645/2	645/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	1012													
215	215	645/2	645/2	0.0	0	0	Spanner	3/8	2	1	0																
216	216	324	324	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	1013													
217	217	651/2	651/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	1014													
218	218	327	327	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	1015													
