mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	TextLine
13	13	635/12	635/12	0.08333333333333333	25/24	25/24	Chord	9/8	1	1	1/48	1/64	4/3	206									16			8	
13	13	53	53	0.08333333333333333	17/16	17/16	Chord	9/8	1	1	1/48	1/64	4/3	207									16			8	
13	13	637/12	637/12	0.08333333333333333	13/12	13/12	Chord	9/8	1	1	1/48	1/64	4/3	208									16			8	
13	13	319/6	319/6	0.0	53/48	53/48	Spanner	9/8	1	1	0												16				
13	13	319/6	319/6	0.08333333333333333	53/48	53/48	Chord	9/8	1	1	1/48	1/64	4/3	209									16				
13	13	195/4	195/4	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	210													
14	14	213/4	213/4	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	211													
14	14	223/4	223/4	0.0	5/8	5/8	Spanner	9/8	1	1	0															9	
14	14	223/4	223/4	0.08333333333333333	5/8	5/8	Chord	9/8	1	1	1/48	1/32	2/3	212									17			9	
14	14	335/6	335/6	0.08333333333333333	31/48	31/48	Chord	9/8	1	1	1/48	1/32	2/3	213									17			9	
14	14	671/12	671/12	0.08333333333333333	2/3	2/3	Chord	9/8	1	1	1/48	1/32	2/3	214									17			9	
14	14	56	56	0.08333333333333333	11/16	11/16	Chord	9/8	1	1	1/48	1/32	2/3	215									17			9	
14	14	673/12	673/12	0.08333333333333333	17/24	17/24	Chord	9/8	1	1	1/48	1/32	2/3	216									17			9	
14	14	337/6	337/6	0.08333333333333333	35/48	35/48	Chord	9/8	1	1	1/48	1/32	2/3	217									17			9	
14	14	225/4	225/4	0.0	3/4	3/4	Spanner	9/8	1	1	0																
14	14	225/4	225/4	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	218													
15	15	235/4	235/4	0.0	1/4	1/4	StaffText	9/8	1	1	0						<i>stretto</i>										
15	15	235/4	235/4	0.0	1/4	1/4	Spanner	9/8	1	1	0															10	
15	15	235/4	235/4	0.1	1/4	1/4	Chord	9/8	1	1	1/40	1/32	4/5	219									18			10	
15	15	1177/20	1177/20	0.1	11/40	11/40	Chord	9/8	1	1	1/40	1/32	4/5	220									18			10	
15	15	1179/20	1179/20	0.1	3/10	3/10	Chord	9/8	1	1	1/40	1/32	4/5	221									18			10	
15	15	1181/20	1181/20	0.1	13/40	13/40	Chord	9/8	1	1	1/40	1/32	4/5	222									18			10	
15	15	1183/20	1183/20	0.1	7/20	7/20	Chord	9/8	1	1	1/40	1/32	4/5	223									18			10	
15	15	237/4	237/4	0.0	3/8	3/8	Spanner	9/8	1	1	0																
15	15	237/4	237/4	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	224													
15	15	245/4	245/4	0.0	7/8	7/8	Spanner	9/8	1	1	0															11	
15	15	245/4	245/4	0.16666666666666666	7/8	7/8	Chord	9/8	1	1	1/24	1/16	2/3	225									19			11	
15	15	737/12	737/12	0.16666666666666666	11/12	11/12	Chord	9/8	1	1	1/24	1/16	2/3	226									19			11	
15	15	739/12	739/12	0.16666666666666666	23/24	23/24	Chord	9/8	1	1	1/24	1/16	2/3	227									19			11	
15	15	247/4	247/4	0.16666666666666666	1	1	Chord	9/8	1	1	1/24	1/16	2/3	228									19			11	
15	15	743/12	743/12	0.16666666666666666	25/24	25/24	Chord	9/8	1	1	1/24	1/16	2/3	229									19			11	
15	15	745/12	745/12	0.16666666666666666	13/12	13/12	Chord	9/8	1	1	1/24	1/16	2/3	230									19			11	
16	16	249/4	249/4	0.0	0	0	Spanner	6/8	1	1	0												19				
16	16	249/4	249/4	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	231		articAccentAbove							19				
16	16	125/2	125/2	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	232		articStaccatoAbove							19				
16	16	251/4	251/4	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	233		articStaccatoAbove							19				
16	16	63	63	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	234		articStaccatoAbove											
16	16	259/4	259/4	0.0	5/8	5/8	Spanner	6/8	1	1	0															12	
16	16	259/4	259/4	0.1	5/8	5/8	Chord	6/8	1	1	1/40	1/32	4/5	235									20			12	
16	16	1297/20	1297/20	0.1	13/20	13/20	Chord	6/8	1	1	1/40	1/32	4/5	236									20			12	
16	16	1299/20	1299/20	0.1	27/40	27/40	Chord	6/8	1	1	1/40	1/32	4/5	237									20			12	
16	16	1301/20	1301/20	0.1	7/10	7/10	Chord	6/8	1	1	1/40	1/32	4/5	238									20			12	
16	16	1303/20	1303/20	0.1	29/40	29/40	Chord	6/8	1	1	1/40	1/32	4/5	239												12	
17	17	261/4	261/4	0.0	0	0	Spanner	5/8	1	1	0																
17	17	265/4	265/4	0.0	1/4	1/4	Spanner	5/8	1	1	0															13	
17	17	265/4	265/4	0.16666666666666666	1/4	1/4	Chord	5/8	1	1	1/24	1/16	2/3	240									21			13	
17	17	797/12	797/12	0.16666666666666666	7/24	7/24	Chord	5/8	1	1	1/24	1/16	2/3	241									21			13	
17	17	799/12	799/12	0.16666666666666666	1/3	1/3	Chord	5/8	1	1	1/24	1/16	2/3	242									21			13	
17	17	267/4	267/4	0.0	3/8	3/8	Spanner	5/8	1	1	0												21				
17	17	267/4	267/4	0.25	3/8	3/8	Chord	5/8	1	1	1/16	1/16	1	243		articAccentAbove							21				
17	17	67	67	0.25	7/16	7/16	Chord	5/8	1	1	1/16	1/16	1	244		articTenutoStaccatoAbove							21				
17	17	269/4	269/4	0.25	1/2	1/2	Chord	5/8	1	1	1/16	1/16	1	245		articTenutoStaccatoAbove							21				
17	17	135/2	135/2	0.25	9/16	9/16	Chord	5/8	1	1	1/16	1/16	1	246		articTenutoStaccatoAbove											
18	18	273/4	273/4	0.25	1/8	1/8	Chord	4/8	1	1	1/16	1/16	1	247		articTenutoStaccatoBelow							22				
18	18	137/2	137/2	0.25	3/16	3/16	Chord	4/8	1	1	1/16	1/16	1	248		articTenutoStaccatoBelow							22				
18	18	275/4	275/4	0.25	1/4	1/4	Chord	4/8	1	1	1/16	1/16	1	249		articAccentBelow							22				
18	18	69	69	0.25	5/16	5/16	Chord	4/8	1	1	1/16	1/16	1	250		articTenutoStaccatoBelow											
19	19	70	70	0.0	1/16	1/16	Spanner	4/8	1	1	0														9		
19	19	70	70	0.25	1/16	1/16	Chord	4/8	1	1	1/16	1/16	1	251		articTenutoStaccatoBelow							23		9		
19	19	281/4	281/4	0.25	1/8	1/8	Chord	4/8	1	1	1/16	1/16	1	252		articTenutoStaccatoBelow							23		9		
19	19	141/2	141/2	0.25	3/16	3/16	Chord	4/8	1	1	1/16	1/16	1	253		articTenutoStaccatoBelow							23		9		
19	19	283/4	283/4	0.25	1/4	1/4	Chord	4/8	1	1	1/16	1/16	1	254		articAccentBelow							23		9		
19	19	71	71	0.25	5/16	5/16	Chord	4/8	1	1	1/16	1/16	1	255		articTenutoStaccatoBelow									9		
19	19	285/4	285/4	0.0	3/8	3/8	Spanner	4/8	1	1	0																
20	20	287/4	287/4	0.0	0	0	Spanner	4/8	1	1	0														10		
20	20	287/4	287/4	0.25	0	0	Chord	4/8	1	1	1/16	1/16	1	256		articTenutoStaccatoBelow							24		10		
20	20	72	72	0.25	1/16	1/16	Chord	4/8	1	1	1/16	1/16	1	257		articTenutoStaccatoBelow									10		
20	20	289/4	289/4	0.0	1/8	1/8	Spanner	4/8	1	1	0																
20	20	291/4	291/4	0.0	1/4	1/4	Spanner	4/8	1	1	0														11		
20	20	291/4	291/4	0.25	1/4	1/4	Chord	4/8	1	1	1/16	1/16	1	258		articTenutoStaccatoBelow							25		11		
20	20	73	73	0.25	5/16	5/16	Chord	4/8	1	1	1/16	1/16	1	259		articTenutoStaccatoBelow									11		
20	20	293/4	293/4	0.0	3/8	3/8	Spanner	4/8	1	1	0																
21	21	295/4	295/4	0.0	0	0	Tempo	6/8	1	1	0							𝅘𝅥𝅮=85	43.0	𝅘𝅥𝅮	85.0	1.0					
21	21	297/4	297/4	0.0	1/8	1/8	Dynamic	6/8	1	1	0				p												
21	21	297/4	297/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	260		articTenutoBelow											
21	21	299/4	299/4	0.0	1/4	1/4	StaffText	6/8	1	1	0						<i>espress.</i>										
21	21	301/4	301/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	261		articTenutoBelow											
21	21	305/4	305/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	262		articTenutoBelow											
22	22	307/4	307/4	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	263													
22	22	2461/32	2461/32	0.0	5/128	5/128	StaffText	6/8	1	1	0						<i>accel.</i>										
22	22	309/4	309/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	264													
22	22	311/4	311/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	265													
22	22	313/4	313/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	266													
22	22	315/4	315/4	0.0	1/2	1/2	Spanner	6/8	1	1	0															14	
22	22	315/4	315/4	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	267												14	
22	22	79	79	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	268												14	
22	22	317/4	317/4	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	269												14	
22	22	159/2	159/2	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	270												14	
22	22	319/4	319/4	0.25	3/4	3/4	Chord	6/8	1	1	1/16	1/16	1	271												14	
22	22	80	80	0.25	13/16	13/16	Chord	6/8	1	1	1/16	1/16	1	272												14	
22	22	321/4	321/4	0.125	7/8	7/8	Chord	6/8	1	1	1/32	1/32	1	273												14	
22	22	643/8	643/8	0.125	29/32	29/32	Chord	6/8	1	1	1/32	1/32	1	274												14	
22	22	161/2	161/2	0.125	15/16	15/16	Chord	6/8	1	1	1/32	1/32	1	275												14	
22	22	645/8	645/8	0.125	31/32	31/32	Chord	6/8	1	1	1/32	1/32	1	276												14	
22	22	323/4	323/4	0.125	1	1	Chord	6/8	1	1	1/32	1/32	1	277												14	
22	22	647/8	647/8	0.125	33/32	33/32	Chord	6/8	1	1	1/32	1/32	1	278												14	
22	22	81	81	0.0625	17/16	17/16	Chord	6/8	1	1	1/64	1/64	1	279												14	
22	22	1297/16	1297/16	0.0625	69/64	69/64	Chord	6/8	1	1	1/64	1/64	1	280												14	
22	22	649/8	649/8	0.0625	35/32	35/32	Chord	6/8	1	1	1/64	1/64	1	281												14	
22	22	1299/16	1299/16	0.0625	71/64	71/64	Chord	6/8	1	1	1/64	1/64	1	282												14	
22	22	325/4	325/4	0.03125	9/8	9/8	Chord	6/8	1	1	1/128	1/128	1	283												14	
22	22	2601/32	2601/32	0.03125	145/128	145/128	Chord	6/8	1	1	1/128	1/128	1	284												14	
22	22	1301/16	1301/16	0.03125	73/64	73/64	Chord	6/8	1	1	1/128	1/128	1	285												14	
22	22	2603/32	2603/32	0.03125	147/128	147/128	Chord	6/8	1	1	1/128	1/128	1	286												14	
22	22	651/8	651/8	0.03125	37/32	37/32	Chord	6/8	1	1	1/128	1/128	1	287												14	
22	22	2605/32	2605/32	0.03125	149/128	149/128	Chord	6/8	1	1	1/128	1/128	1	288												14	
22	22	307/4	307/4	0.0	0	0	Dynamic	6/8	2	1	0				p												
22	22	307/4	307/4	4.0	0	0	Chord	6/8	2	1	1	1	1	289		articAccentAbove											
23	23	1303/16	1303/16	0.0	0	0	Tempo	5/8	1	1	0							Lento𝅘𝅥𝅮=58	29.0	Lento𝅘𝅥𝅮	58.0	1.0					
23	23	1303/16	1303/16	0.0	0	0	Spanner	5/8	1	1	0																
23	23	1303/16	1303/16	0.75	0	0	Chord	5/8	1	1	3/16	1/8	3/2	290									26				
23	23	1315/16	1315/16	0.0	3/16	3/16	Spanner	5/8	1	1	0												26		12		
23	23	1315/16	1315/16	0.25	3/16	3/16	Chord	5/8	1	1	1/16	1/16	1	291									26		12		
23	23	1319/16	1319/16	0.5	1/4	1/4	Chord	5/8	1	1	1/8	1/8	1	292		articAccentAbove							26		12		
23	23	1327/16	1327/16	0.5	3/8	3/8	Chord	5/8	1	1	1/8	1/8	1	293											12		
23	23	1335/16	1335/16	0.0	1/2	1/2	Dynamic	5/8	1	1	0				pp												
23	23	1335/16	1335/16	0.0	1/2	1/2	Spanner	5/8	1	1	0													0			
23	23	1335/16	1335/16	0.0	1/2	1/2	Spanner	5/8	1	1	0													0			
23	23	1335/16	1335/16	0.5	1/2	1/2	Chord	5/8	1	1	1/8	1/8	1	294										0			
23	23	1303/16	1303/16	1.5	0	0	Chord	5/8	1	2	3/8	1/4	3/2	295										0			
23	23	1327/16	1327/16	0.5	3/8	3/8	Chord	5/8	1	2	1/8	1/8	1	296										0			
23	23	1335/16	1335/16	0.5	1/2	1/2	Chord	5/8	1	2	1/8	1/8	1	297										0			
23	23	1303/16	1303/16	1.0	0	0	Chord	5/8	2	1	1/4	1/4	1	298									27				
23	23	1319/16	1319/16	0.5	1/4	1/4	Chord	5/8	2	1	1/8	1/8	1	299		articAccentAbove							27				
23	23	1327/16	1327/16	0.5	3/8	3/8	Chord	5/8	2	1	1/8	1/8	1	300									28				
23	23	1335/16	1335/16	0.5	1/2	1/2	Chord	5/8	2	1	1/8	1/8	1	301													
23	23	1303/16	1303/16	1.5	0	0	Chord	5/8	2	2	3/8	1/4	3/2	302													
23	23	1335/16	1335/16	0.5	1/2	1/2	Chord	5/8	2	3	1/8	1/8	1	303													
24	24	1343/16	1343/16	0.0	0	0	StaffText	5/8	1	1	0						"<font size=""12""/><b>Poco più andante </b>"							0			
24	24	1343/16	1343/16	0.0	0	0	StaffText	5/8	1	1	0						𝅘𝅥𝅮 = 76-80							0			
24	24	1343/16	1343/16	0.0	0	0	Spanner	5/8	1	1	0													0		15	
24	24	1343/16	1343/16	0.75	0	0	Chord	5/8	1	1	3/16	1/8	3/2	304										0		15	
24	24	1355/16	1355/16	0.5	3/16	3/16	Chord	5/8	1	1	1/8	1/8	1	305									29	0		15	
24	24	1363/16	1363/16	0.0	5/16	5/16	Spanner	5/8	1	1	0												29	0			
24	24	1363/16	1363/16	0.25	5/16	5/16	Chord	5/8	1	1	1/16	1/16	1	306									29	0			
24	24	1367/16	1367/16	0.0	3/8	3/8	Spanner	5/8	1	1	0												29	0	13		
24	24	1367/16	1367/16	0.25	3/8	3/8	Chord	5/8	1	1	1/16	1/16	1	307		articAccentAbove							29	0	13		
24	24	1371/16	1371/16	0.75	7/16	7/16	Chord	5/8	1	1	3/16	1/8	3/2	308									29	0	13		
24	24	1343/16	1343/16	0.75	0	0	Chord	5/8	1	2	3/16	1/8	3/2	309										0	13		
24	24	1355/16	1355/16	0.5	3/16	3/16	Chord	5/8	1	2	1/8	1/8	1	310									30	0	13		
24	24	1363/16	1363/16	0.25	5/16	5/16	Chord	5/8	1	2	1/16	1/16	1	311									30	0	13		
24	24	1367/16	1367/16	0.25	3/8	3/8	Chord	5/8	1	2	1/16	1/16	1	312		articAccentBelow							30	0	13		
24	24	1371/16	1371/16	0.75	7/16	7/16	Chord	5/8	1	2	3/16	1/8	3/2	313									30	0	13		
24	24	1343/16	1343/16	2.0	0	0	Chord	5/8	2	1	1/2	1/2	1	314													
24	24	1375/16	1375/16	0.5	1/2	1/2	Chord	5/8	2	1	1/8	1/8	1	315													
24	24	1343/16	1343/16	2.0	0	0	Chord	5/8	2	2	1/2	1/2	1	316													
24	24	1375/16	1375/16	0.5	1/2	1/2	Chord	5/8	2	2	1/8	1/8	1	317													
25	25	1383/16	1383/16	0.0	0	0	Spanner	6/8	1	1	0													0			
25	25	1383/16	1383/16	0.0	0	0	Spanner	6/8	1	1	0													0		16	
25	25	1383/16	1383/16	0.75	0	0	Chord	6/8	1	1	3/16	1/8	3/2	318										0		16	
25	25	1395/16	1395/16	0.5	3/16	3/16	Chord	6/8	1	1	1/8	1/8	1	319									31	0		16	
25	25	1403/16	1403/16	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	320									31	0		16	
25	25	1407/16	1407/16	0.0	3/8	3/8	Spanner	6/8	1	1	0												31	0			
25	25	1407/16	1407/16	0.0	3/8	3/8	Spanner	6/8	1	1	0												31	0	14		
25	25	1407/16	1407/16	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	321		articAccentAbove							31	0	14		
25	25	1415/16	1415/16	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	322									31	0	14		
25	25	1419/16	1419/16	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	323										0	14		
25	25	1423/16	1423/16	0.0	5/8	5/8	Spanner	6/8	1	1	0																
25	25	1423/16	1423/16	0.0	5/8	5/8	Spanner	6/8	1	1	0																
25	25	1383/16	1383/16	0.75	0	0	Chord	6/8	1	2	3/16	1/8	3/2	324													
25	25	1395/16	1395/16	0.5	3/16	3/16	Chord	6/8	1	2	1/8	1/8	1	325									32				
25	25	1403/16	1403/16	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	326									32				
25	25	1407/16	1407/16	0.5	3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	327		articAccentBelow							32				
25	25	1415/16	1415/16	0.25	1/2	1/2	Chord	6/8	1	2	1/16	1/16	1	328									32				
25	25	1419/16	1419/16	0.25	9/16	9/16	Chord	6/8	1	2	1/16	1/16	1	329													
25	25	1383/16	1383/16	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	330													
25	25	1407/16	1407/16	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	331													
25	25	1423/16	1423/16	0.0	5/8	5/8	StaffText	6/8	2	1	0						<i>senza Ped.</i>										
25	25	1423/16	1423/16	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	332													
25	25	1383/16	1383/16	1.5	0	0	Chord	6/8	2	2	3/8	1/4	3/2	333													
25	25	1407/16	1407/16	1.0	3/8	3/8	Chord	6/8	2	2	1/4	1/4	1	334													
25	25	1423/16	1423/16	0.5	5/8	5/8	Chord	6/8	2	2	1/8	1/8	1	335													
26	26	1431/16	1431/16	0.0	0	0	Tempo	9/8	1	1	0							Pocopiùmosso𝅘𝅥.=50	75.0	Pocopiùmosso𝅘𝅥.	50.0	1.0					
26	26	1447/16	1447/16	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	336		articAccentAbove											
26	26	1455/16	1455/16	1.0	3/8	3/8	Chord	9/8	1	1	1/4	1/4	1	337													
26	26	1471/16	1471/16	0.0	5/8	5/8	Spanner	9/8	1	1	0															17	
26	26	1471/16	1471/16	0.08333333333333333	5/8	5/8	Chord	9/8	1	1	1/48	1/32	2/3	338									33			17	
26	26	4417/48	4417/48	0.08333333333333333	31/48	31/48	Chord	9/8	1	1	1/48	1/32	2/3	339									33			17	
26	26	4421/48	4421/48	0.08333333333333333	2/3	2/3	Chord	9/8	1	1	1/48	1/32	2/3	340									33			17	
26	26	1475/16	1475/16	0.08333333333333333	11/16	11/16	Chord	9/8	1	1	1/48	1/32	2/3	341									33			17	
26	26	4429/48	4429/48	0.08333333333333333	17/24	17/24	Chord	9/8	1	1	1/48	1/32	2/3	342									33			17	
26	26	4433/48	4433/48	0.08333333333333333	35/48	35/48	Chord	9/8	1	1	1/48	1/32	2/3	343									33			17	
26	26	1479/16	1479/16	0.0	3/4	3/4	Spanner	9/8	1	1	0												33				
26	26	1479/16	1479/16	1.0	3/4	3/4	Chord	9/8	1	1	1/4	1/4	1	344									33				
26	26	1495/16	1495/16	0.0	1	1	Spanner	9/8	1	1	0												33		15		
26	26	1495/16	1495/16	0.0625	1	1	Chord	9/8	1	1	1/64	1/64	1	345									33		15		
26	26	187/2	187/2	0.0625	65/64	65/64	Chord	9/8	1	1	1/64	1/64	1	346									33		15		
26	26	1497/16	1497/16	0.0625	33/32	33/32	Chord	9/8	1	1	1/64	1/64	1	347									33		15		
26	26	749/8	749/8	0.0625	67/64	67/64	Chord	9/8	1	1	1/64	1/64	1	348									33		15		
26	26	1499/16	1499/16	0.0625	17/16	17/16	Chord	9/8	1	1	1/64	1/64	1	349									33		15		
26	26	375/4	375/4	0.0625	69/64	69/64	Chord	9/8	1	1	1/64	1/64	1	350									33		15		
26	26	1501/16	1501/16	0.0625	35/32	35/32	Chord	9/8	1	1	1/64	1/64	1	351									33		15		
26	26	751/8	751/8	0.0	71/64	71/64	Spanner	9/8	1	1	0												33				
26	26	751/8	751/8	0.0625	71/64	71/64	Chord	9/8	1	1	1/64	1/64	1	352									33				
26	26	1431/16	1431/16	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	353													
26	26	1479/16	1479/16	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	354													
27	27	1503/16	1503/16	1.5	0	0	Chord	9/8	1	1	3/8	1/4	3/2	355									33				
27	27	1527/16	1527/16	1.0	3/8	3/8	Chord	9/8	1	1	1/4	1/4	1	356													
27	27	1543/16	1543/16	0.0	5/8	5/8	Spanner	9/8	1	1	0															18	
27	27	1543/16	1543/16	0.08333333333333333	5/8	5/8	Chord	9/8	1	1	1/48	1/32	2/3	357									34			18	
27	27	4633/48	4633/48	0.08333333333333333	31/48	31/48	Chord	9/8	1	1	1/48	1/32	2/3	358									34			18	
27	27	4637/48	4637/48	0.08333333333333333	2/3	2/3	Chord	9/8	1	1	1/48	1/32	2/3	359									34			18	
27	27	1547/16	1547/16	0.08333333333333333	11/16	11/16	Chord	9/8	1	1	1/48	1/32	2/3	360									34			18	
27	27	4645/48	4645/48	0.08333333333333333	17/24	17/24	Chord	9/8	1	1	1/48	1/32	2/3	361									34			18	
27	27	4649/48	4649/48	0.08333333333333333	35/48	35/48	Chord	9/8	1	1	1/48	1/32	2/3	362									34			18	
27	27	1551/16	1551/16	0.0	3/4	3/4	Spanner	9/8	1	1	0												34				
27	27	1551/16	1551/16	1.0	3/4	3/4	Chord	9/8	1	1	1/4	1/4	1	363									34				
27	27	1567/16	1567/16	0.0	1	1	Spanner	9/8	1	1	0												34		16		
27	27	1567/16	1567/16	0.07142857142857142	1	1	Chord	9/8	1	1	1/56	1/32	4/7	364									34		16		
27	27	10977/112	10977/112	0.07142857142857142	57/56	57/56	Chord	9/8	1	1	1/56	1/32	4/7	365									34		16		
27	27	10985/112	10985/112	0.07142857142857142	29/28	29/28	Chord	9/8	1	1	1/56	1/32	4/7	366									34		16		
27	27	10993/112	10993/112	0.07142857142857142	59/56	59/56	Chord	9/8	1	1	1/56	1/32	4/7	367									34		16		
27	27	11001/112	11001/112	0.07142857142857142	15/14	15/14	Chord	9/8	1	1	1/56	1/32	4/7	368									34		16		
27	27	11009/112	11009/112	0.07142857142857142	61/56	61/56	Chord	9/8	1	1	1/56	1/32	4/7	369									34		16		
27	27	11017/112	11017/112	0.0	31/28	31/28	Spanner	9/8	1	1	0																
27	27	11017/112	11017/112	0.07142857142857142	31/28	31/28	Chord	9/8	1	1	1/56	1/32	4/7	370													
27	27	1503/16	1503/16	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	371													
27	27	1551/16	1551/16	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	372													
28	28	1575/16	1575/16	1.5	0	0	Chord	9/8	1	1	3/8	1/4	3/2	373													
28	28	1599/16	1599/16	1.0	3/8	3/8	Chord	9/8	1	1	1/4	1/4	1	374													
28	28	1615/16	1615/16	0.0	5/8	5/8	Spanner	9/8	1	1	0															19	
28	28	1615/16	1615/16	0.08333333333333333	5/8	5/8	Chord	9/8	1	1	1/48	1/32	2/3	375									35			19	
28	28	4849/48	4849/48	0.08333333333333333	31/48	31/48	Chord	9/8	1	1	1/48	1/32	2/3	376									35			19	
28	28	4853/48	4853/48	0.08333333333333333	2/3	2/3	Chord	9/8	1	1	1/48	1/32	2/3	377									35			19	
28	28	1619/16	1619/16	0.08333333333333333	11/16	11/16	Chord	9/8	1	1	1/48	1/32	2/3	378									35			19	
28	28	4861/48	4861/48	0.08333333333333333	17/24	17/24	Chord	9/8	1	1	1/48	1/32	2/3	379									35			19	
28	28	4865/48	4865/48	0.08333333333333333	35/48	35/48	Chord	9/8	1	1	1/48	1/32	2/3	380									35			19	
28	28	1623/16	1623/16	0.0	3/4	3/4	Spanner	9/8	1	1	0												35				
28	28	1623/16	1623/16	1.0	3/4	3/4	Chord	9/8	1	1	1/4	1/4	1	381									35				
28	28	1639/16	1639/16	0.0	1	1	Spanner	9/8	1	1	0												35		17		
28	28	1639/16	1639/16	0.07142857142857142	1	1	Chord	9/8	1	1	1/56	1/32	4/7	382									35		17		
28	28	11481/112	11481/112	0.07142857142857142	57/56	57/56	Chord	9/8	1	1	1/56	1/32	4/7	383									35		17		
28	28	11489/112	11489/112	0.07142857142857142	29/28	29/28	Chord	9/8	1	1	1/56	1/32	4/7	384									35		17		
28	28	11497/112	11497/112	0.07142857142857142	59/56	59/56	Chord	9/8	1	1	1/56	1/32	4/7	385									35		17		
28	28	11505/112	11505/112	0.07142857142857142	15/14	15/14	Chord	9/8	1	1	1/56	1/32	4/7	386									35		17		
28	28	11513/112	11513/112	0.07142857142857142	61/56	61/56	Chord	9/8	1	1	1/56	1/32	4/7	387									35		17		
28	28	11521/112	11521/112	0.07142857142857142	31/28	31/28	Chord	9/8	1	1	1/56	1/32	4/7	388									35		17		
28	28	1575/16	1575/16	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	389													
28	28	1623/16	1623/16	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	390													
29	29	1647/16	1647/16	0.0	0	0	Spanner	9/8	1	1	0												35				
29	29	1647/16	1647/16	1.5	0	0	Chord	9/8	1	1	3/8	1/4	3/2	391									35				
29	29	1671/16	1671/16	1.0	3/8	3/8	Chord	9/8	1	1	1/4	1/4	1	392													
29	29	1687/16	1687/16	0.0	5/8	5/8	Spanner	9/8	1	1	0															20	
29	29	1687/16	1687/16	0.1	5/8	5/8	Chord	9/8	1	1	1/40	1/32	4/5	393									36			20	
29	29	8443/80	8443/80	0.1	13/20	13/20	Chord	9/8	1	1	1/40	1/32	4/5	394									36			20	
29	29	8451/80	8451/80	0.1	27/40	27/40	Chord	9/8	1	1	1/40	1/32	4/5	395									36			20	
29	29	8459/80	8459/80	0.1	7/10	7/10	Chord	9/8	1	1	1/40	1/32	4/5	396									36			20	
29	29	8467/80	8467/80	0.1	29/40	29/40	Chord	9/8	1	1	1/40	1/32	4/5	397									36			20	
29	29	1695/16	1695/16	0.0	3/4	3/4	Spanner	9/8	1	1	0												36				
29	29	1695/16	1695/16	1.0	3/4	3/4	Chord	9/8	1	1	1/4	1/4	1	398									36				
29	29	1711/16	1711/16	0.0	1	1	Spanner	9/8	1	1	0												36		18		
29	29	1711/16	1711/16	0.07142857142857142	1	1	Chord	9/8	1	1	1/56	1/32	4/7	399									36		18		
29	29	11985/112	11985/112	0.07142857142857142	57/56	57/56	Chord	9/8	1	1	1/56	1/32	4/7	400									36		18		
29	29	11993/112	11993/112	0.07142857142857142	29/28	29/28	Chord	9/8	1	1	1/56	1/32	4/7	401									36		18		
29	29	12001/112	12001/112	0.07142857142857142	59/56	59/56	Chord	9/8	1	1	1/56	1/32	4/7	402									36		18		
29	29	12009/112	12009/112	0.07142857142857142	15/14	15/14	Chord	9/8	1	1	1/56	1/32	4/7	403									36		18		
29	29	12017/112	12017/112	0.07142857142857142	61/56	61/56	Chord	9/8	1	1	1/56	1/32	4/7	404									36		18		
