mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
10	10	157/4	157/4	0.75	13/16	13/16	Chord	4/4	2	1	3/16	1/8	3/2	79											
11	11	40	40	0.0	0	0	Spanner	4/4	1	1	0												5	3, 4	
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	80									5	3, 4	
11	11	42	42	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	81									5	3, 4	
11	11	87/2	87/2	0.0	7/8	7/8	Spanner	4/4	1	1	0												5		
11	11	87/2	87/2	0.0	7/8	7/8	Spanner	4/4	1	1	0												5		2
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	82									5		2
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	83									5		2
11	11	41	41	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	84											
11	11	165/4	165/4	0.75	5/16	5/16	Chord	4/4	2	1	3/16	1/8	3/2	85											
11	11	42	42	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	86											
11	11	169/4	169/4	0.75	9/16	9/16	Chord	4/4	2	1	3/16	1/8	3/2	87											
11	11	43	43	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	88											
11	11	173/4	173/4	0.75	13/16	13/16	Chord	4/4	2	1	3/16	1/8	3/2	89											
12	12	44	44	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	90		articStaccatoAbove							5		2
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	91		articStaccatoAbove							5		2
12	12	45	45	0.0	1/4	1/4	Spanner	4/4	1	1	0														
12	12	45	45	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	92											
12	12	47	47	0.0	3/4	3/4	Dynamic	4/4	1	1	0				mf										
12	12	47	47	0.0	3/4	3/4	Spanner	4/4	1	1	0													5	
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	93									6	5	
12	12	45	45	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	94											
12	12	181/4	181/4	0.75	5/16	5/16	Chord	4/4	2	1	3/16	1/8	3/2	95											
12	12	46	46	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	96											
12	12	185/4	185/4	0.75	9/16	9/16	Chord	4/4	2	1	3/16	1/8	3/2	97											
12	12	47	47	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	98											
12	12	189/4	189/4	0.75	13/16	13/16	Chord	4/4	2	1	3/16	1/8	3/2	99											
13	13	48	48	0.0	0	0	Spanner	4/4	1	1	0												6		
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	100									6		
13	13	49	49	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	101									6		
13	13	50	50	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	102											
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	103									7		
13	13	51	51	0.0	3/4	3/4	Spanner	4/4	1	1	0												7	6	
13	13	51	51	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	104									7	6	
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	105									7	6	
13	13	49	49	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	106											
13	13	197/4	197/4	0.75	5/16	5/16	Chord	4/4	2	1	3/16	1/8	3/2	107											
13	13	50	50	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	108											
13	13	201/4	201/4	0.75	9/16	9/16	Chord	4/4	2	1	3/16	1/8	3/2	109											
14	14	52	52	0.0	0	0	StaffText	4/4	1	1	0						<i>dim.</i>						7	6	
14	14	52	52	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	110									7	6	
14	14	54	54	0.0	1/2	1/2	Spanner	4/4	1	1	0														
14	14	54	54	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	111											
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	112									8		
14	14	55	55	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	113									8		
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	114											
14	14	53	53	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	115											
14	14	213/4	213/4	0.75	5/16	5/16	Chord	4/4	2	1	3/16	1/8	3/2	116											
14	14	54	54	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	117											
14	14	217/4	217/4	0.75	9/16	9/16	Chord	4/4	2	1	3/16	1/8	3/2	118											
14	14	55	55	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	119											
14	14	221/4	221/4	0.75	13/16	13/16	Chord	4/4	2	1	3/16	1/8	3/2	120											
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	121									9		
15	15	57	57	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	122		articAccentAbove							9		
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	123											
15	15	58	58	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	124											
15	15	233/4	233/4	0.75	9/16	9/16	Chord	4/4	2	1	3/16	1/8	3/2	125											
16	16	60	60	0.0	0	0	Spanner	4/4	1	1	0													7	
16	16	60	60	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	126									10	7	
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	127									10	7	
16	16	62	62	0.0	1/2	1/2	Spanner	4/4	1	1	0														
16	16	62	62	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	128											
16	16	63	63	0.0	3/4	3/4	Dynamic	4/4	1	1	0				p										
16	16	63	63	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	129									11		
16	16	62	62	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	130											
16	16	249/4	249/4	0.75	9/16	9/16	Chord	4/4	2	1	3/16	1/8	3/2	131											
16	16	63	63	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	132											
16	16	253/4	253/4	0.75	13/16	13/16	Chord	4/4	2	1	3/16	1/8	3/2	133											
17	17	64	64	0.0	0	0	StaffText	4/4	1	1	0						<i>poco     a     poco     agitato</i>								
17	17	64	64	0.0	0	0	StaffText	4/4	1	1	0						<i>cresc.</i>								
17	17	64	64	0.0	0	0	Spanner	4/4	1	1	0														3
17	17	64	64	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	134											3
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	135									12		3
17	17	66	66	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	136											3
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	137									13		3
17	17	65	65	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	138											
17	17	261/4	261/4	0.75	5/16	5/16	Chord	4/4	2	1	3/16	1/8	3/2	139											
17	17	67	67	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	140											
17	17	269/4	269/4	0.75	13/16	13/16	Chord	4/4	2	1	3/16	1/8	3/2	141											
18	18	68	68	0.0	0	0	Spanner	4/4	1	1	0														
18	18	68	68	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	142											
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	143									14		
18	18	70	70	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	144											
18	18	71	71	0.0	3/4	3/4	StaffText	4/4	1	1	0						<i>sempre</i>								
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	145									15		
18	18	69	69	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	146											
18	18	277/4	277/4	0.75	5/16	5/16	Chord	4/4	2	1	3/16	1/8	3/2	147											
18	18	71	71	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	148											
18	18	285/4	285/4	0.75	13/16	13/16	Chord	4/4	2	1	3/16	1/8	3/2	149											
19	19	72	72	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	150											
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	151									16		
19	19	74	74	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	152											
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	153									17		
19	19	73	73	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	154											
19	19	293/4	293/4	0.75	5/16	5/16	Chord	4/4	2	1	3/16	1/8	3/2	155											
19	19	75	75	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	156											
19	19	301/4	301/4	0.75	13/16	13/16	Chord	4/4	2	1	3/16	1/8	3/2	157											
20	20	76	76	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	158											
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	159									18		
20	20	78	78	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	160											
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	161									19		
20	20	77	77	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	162											
20	20	309/4	309/4	0.75	5/16	5/16	Chord	4/4	2	1	3/16	1/8	3/2	163											
20	20	79	79	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	164											
20	20	317/4	317/4	0.75	13/16	13/16	Chord	4/4	2	1	3/16	1/8	3/2	165											
21	21	80	80	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=100	100.0	𝅘𝅥	100.0	1.0			
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	166											
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	167											
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	168											
21	21	165/2	165/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	169		articMarcatoAbove									
21	21	83	83	0.0	3/4	3/4	StaffText	4/4	1	1	0						<i>rit. al Tempo I</i>								
21	21	167/2	167/2	0.0	7/8	7/8	Dynamic	4/4	1	1	0				f										
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	170		articMarcatoAbove									
21	21	81	81	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	171											
21	21	325/4	325/4	0.75	5/16	5/16	Chord	4/4	2	1	3/16	1/8	3/2	172											
21	21	82	82	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	173											
21	21	329/4	329/4	0.75	9/16	9/16	Chord	4/4	2	1	3/16	1/8	3/2	174											
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	175											
22	22	84	84	0.0	0	0	Spanner	4/4	1	1	0													8	
22	22	84	84	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	176		articMarcatoAbove							20	8	
22	22	86	86	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	177										8	
22	22	173/2	173/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0				p										
22	22	173/2	173/2	0.0	5/8	5/8	Spanner	4/4	1	1	0														
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	178									21		
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	179									21		
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	180									21		
22	22	85	85	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	181											
22	22	341/4	341/4	0.75	5/16	5/16	Chord	4/4	2	1	3/16	1/8	3/2	182											
22	22	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	183											
23	23	88	88	0.0	0	0	Spanner	4/4	1	1	0												21	9	
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	184									21	9	
23	23	90	90	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	185									21, 22	9	
23	23	91	91	0.0	3/4	3/4	Spanner	4/4	1	1	0														
23	23	91	91	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	186											
23	23	89	89	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	187											
23	23	357/4	357/4	0.75	5/16	5/16	Chord	4/4	2	1	3/16	1/8	3/2	188											
23	23	90	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	189											
24	24	92	92	0.0	0	0	StaffText	4/4	1	1	0						<i>dim.</i>								
24	24	92	92	0.0	0	0	Spanner	4/4	1	1	0													10	
24	24	92	92	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	190									23	10	
24	24	94	94	0.0	1/2	1/2	Spanner	4/4	1	1	0														
24	24	94	94	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	191											
24	24	95	95	0.0	3/4	3/4	Spanner	4/4	1	1	0													11	
24	24	95	95	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	192									24	11	
24	24	92	92	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	193											
24	24	369/4	369/4	0.75	1/16	1/16	Chord	4/4	2	1	3/16	1/8	3/2	194											
25	25	96	96	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	195									24	11	
25	25	97	97	0.0	1/4	1/4	Spanner	4/4	1	1	0														
25	25	97	97	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	196											
25	25	98	98	0.0	1/2	1/2	Spanner	4/4	1	1	0													12	
25	25	98	98	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	197									25	12	
25	25	99	99	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	198										12	
25	25	96	96	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	199											
25	25	385/4	385/4	0.75	1/16	1/16	Chord	4/4	2	1	3/16	1/8	3/2	200											
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	201											
26	26	100	100	0.0	0	0	Dynamic	4/4	1	1	0				pp										
26	26	100	100	0.0	0	0	Spanner	4/4	1	1	0														
26	26	100	100	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	202									26		
26	26	102	102	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	203											
26	26	101	101	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	204											
26	26	103	103	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	205											
