mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
4	4	0	0	2/4	2	1	C.iii(#139){					C	I		iii(#139)	iii			#139			{	m	0	0	4, 1, 5	7, -1	4	4	0	6	0.0	0.0	0.75	0.0
4	4	1/4	1/4	2/4	2	1	ii(b13#109)					C	I		ii(b13#109)	ii			b13#109				m	0	0	2, -1, 3	-2, 6, 4	2	2	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
5	5	0	0	2/4	2	1	I(b109)					C	I		I(b109)	I			b109				M	0	0	0, 4, 1	-3, 2	0	0	4	17	0.19047619047619047	0.9791666666666666	2.0208333333333335	0.3263888888888889
7	7	0	0	2/4	2	1	iii(#139)					C	I		iii(#139)	iii			#139				m	0	0	4, 1, 5	7, -1	4	4	0	6	0.0	0.0	0.75	0.0
7	7	1/4	1/4	2/4	2	1	ii(b13#109)					C	I		ii(b13#109)	ii			b13#109				m	0	0	2, -1, 3	-2, 6, 4	2	2	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
8	8	0	0	2/4	2	1	I(b109)					C	I		I(b109)	I			b109				M	0	0	0, 4, 1	-3, 2	0	0	1	8	0.1111111111111111	0.5	1.0	0.3333333333333333
9	9	0	0	2/4	2	1	V(b109)					C	I		V(b109)	V			b109				M	0	0	1, 5, 2	-2, 3	1	1	1	4	0.2	0.25	0.5	0.3333333333333333
9	9	1/4	1/4	2/4	2	1	I(b13b109)					C	I		I(b13b109)	I			b13b109				M	0	0	0, 4, 1	-4, -3, 2	0	0	4	8	0.3333333333333333	0.5	1.0	0.3333333333333333
10	10	1/4	1/4	2/4	2	1	V(#119)|HC}					C	I		V(#119)	V			#119		HC	}	M	0	0	1, 5, 2	7, 3	1	1	1	41	0.023809523809523808	0.125	6.625	0.018518518518518517
15	15	0	0	2/4	2	1	VM7(13#119){					C	I		VM7(13#119)	V	M	7	13#119			{	MM7	0	0	1, 5, 2, 6	4, 7, 3	1	1	1	37	0.02631578947368421	0.125	5.125	0.023809523809523808
18	18	1/4	1/4	2/4	2	1	VM7(b13#119)					C	I		VM7(b13#119)	V	M	7	b13#119				MM7	0	0	1, 5, 2, 6	-3, 7, 3	1	1	12	60	0.16666666666666666	1.4166666666666667	7.583333333333333	0.1574074074074074
24	24	1/4	1/4	2/4	2	1	IV(b109)					C	I		IV(b109)	IV			b109				M	0	0	-1, 3, 0	-4, 1	-1	-1	1	4	0.2	0.25	0.5	0.3333333333333333
25	25	0	0	2/4	2	1	V2(13b8)					C	I		V2(13b8)	V		2	13b8				Mm7	0	0	-1, 1, 5, 2	4	1	-1	1	4	0.2	0.25	0.5	0.3333333333333333
25	25	1/4	1/4	2/4	2	1	ii(9#8)					C	I		ii(9#8)	ii			9#8				m	0	0	2, -1, 3	4	2	2	1	4	0.2	0.25	0.5	0.3333333333333333
26	26	0	0	2/4	2	1	#I.I(9#8)					C	#I		I(9#8)	I			9#8				M	0	0	7, 11, 8	9	7	7	2	16	0.1111111111111111	1.0	2.0	0.3333333333333333
28	28	0	0	2/4	2	1	I(b109)					C	#I		I(b109)	I			b109				M	0	0	7, 11, 8	4, 9	7	7	1	17	0.05555555555555555	0.5	2.5	0.16666666666666666
30	30	0	0	2/4	2	1	i7(9)					C	#I		i7(9)	i		7	9				mm7	0	0	7, 4, 8, 5	9	7	7	3	11	0.21428571428571427	0.15	1.35	0.09999999999999999
