mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	1.0	0	0	2/2	1	1	1/4	1/4	1		10	70	A#4	4	0
1	1	1	1.0	1/4	1/4	2/2	1	1	1/4	1/4	1		6	66	F#4	4	1
1	1	2	1.0	1/2	1/2	2/2	1	1	1/4	1/4	1		0	60	C4	4	2
1	1	3	1.0	3/4	3/4	2/2	1	1	1/4	1/4	1		5	59	B3	3	3
2	2	4	4.0	0	0	2/2	2	1	1	1	1		5	47	B2	2	7
2	2	4	4.0	0	0	2/2	2	1	1	1	1		6	54	F#3	3	7
2	2	4	1.0	0	0	2/2	1	1	1/4	1/4	1		9	63	D#4	4	4
2	2	5	1.0	1/4	1/4	2/2	1	1	1/4	1/4	1		11	65	E#4	4	5
2	2	6	2.0	1/2	1/2	2/2	1	1	1/2	1/2	1		2	62	D4	4	6
3	3	8	1.0	0	0	2/2	1	1	1/4	1/4	1		10	70	A#4	4	8
3	3	9	1.0	1/4	1/4	2/2	1	1	1/4	1/4	1		6	66	F#4	4	9
3	3	10	1.0	1/2	1/2	2/2	1	1	1/4	1/4	1		0	60	C4	4	10
3	3	11	1.0	3/4	3/4	2/2	1	1	1/4	1/4	1		5	59	B3	3	11
4	4	12	2.0	0	0	2/2	2	1	1/2	1/2	1		5	47	B2	2	15
4	4	12	2.0	0	0	2/2	2	1	1/2	1/2	1		6	54	F#3	3	15
4	4	12	1.0	0	0	2/2	1	1	1/4	1/4	1		9	63	D#4	4	12
4	4	13	1.0	1/4	1/4	2/2	1	1	1/4	1/4	1		11	65	E#4	4	13
4	4	14	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1	1	2	50	D3	3	16
4	4	14	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1		3	57	A3	3	16
4	4	14	2.0	1/2	1/2	2/2	1	1	1/2	1/2	1		2	62	D4	4	14
5	5	16	2.0	0	0	2/2	2	1	1/2	1/2	1	-1	2	50	D3	3	20
5	5	16	2.0	0	0	2/2	2	1	1/2	1/2	1		5	59	B3	3	20
5	5	16	1.0	0	0	2/2	1	1	1/4	1/4	1		1	67	G4	4	17
5	5	17	1.0	1/4	1/4	2/2	1	1	1/4	1/4	1		3	69	A4	4	18
5	5	18	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1		7	49	C#3	3	21
5	5	18	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1		3	57	A3	3	21
5	5	18	2.0	1/2	1/2	2/2	1	1	1/2	1/2	1		6	66	F#4	4	19
6	6	20	2.0	0	0	2/2	2	1	1/2	1/2	1		0	48	C3	3	26
6	6	20	2.0	0	0	2/2	2	1	1/2	1/2	1		-1	53	F3	3	26
6	6	20	1.0	0	0	2/2	1	1	1/4	1/4	1		1	67	G4	4	22
6	6	21	1.0	1/4	1/4	2/2	1	1	1/4	1/4	1		3	69	A4	4	23
6	6	22	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1		-2	46	Bb2	2	27
6	6	22	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1		1	55	G3	3	27
6	6	22	1.0	1/2	1/2	2/2	1	1	1/4	1/4	1		-3	63	Eb4	4	24
6	6	23	1.0	3/4	3/4	2/2	1	1	1/4	1/4	1		-1	65	F4	4	25
7	7	24	4.0	0	0	2/2	2	1	1	1	1		-4	44	Ab2	2	31
7	7	24	4.0	0	0	2/2	2	1	1	1	1		-3	51	Eb3	3	31
