mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	4.0	0	0	6/8	2	1	1	1	1		0	60	C4	4	26
1	1	0	0	4.0	0	0	6/8	2	1	1	1	1		-3	63	Eb4	4	26
1	1	0	0	4.0	0	0	6/8	2	1	1	1	1		1	67	G4	4	26
1	1	2	2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		3	69	A4	4	0
1	1	5/2	5/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		3	69	A4	4	1
1	1	3	3	0.5	3/4	3/4	6/8	1	1	1/8	1/8	1		3	69	A4	4	2
1	1	7/2	7/2	0.25	7/8	7/8	6/8	1	1	1/16	1/16	1		3	69	A4	4	3
1	1	15/4	15/4	0.25	15/16	15/16	6/8	1	1	1/16	1/16	1		3	69	A4	4	4
1	1	4	4	0.25	1	1	6/8	1	1	1/16	1/16	1		3	69	A4	4	5
1	1	17/4	17/4	0.25	17/16	17/16	6/8	1	1	1/16	1/16	1		3	69	A4	4	6
1	1	9/2	9/2	0.25	9/8	9/8	6/8	1	1	1/16	1/16	1		3	69	A4	4	7
1	1	19/4	19/4	0.25	19/16	19/16	6/8	1	1	1/16	1/16	1		3	69	A4	4	8
1	1	5	5	0.25	5/4	5/4	6/8	1	1	1/16	1/16	1		3	69	A4	4	9
1	1	21/4	21/4	0.125	21/16	21/16	6/8	1	1	1/32	1/32	1		3	69	A4	4	10
1	1	43/8	43/8	0.125	43/32	43/32	6/8	1	1	1/32	1/32	1		3	69	A4	4	11
1	1	11/2	11/2	0.125	11/8	11/8	6/8	1	1	1/32	1/32	1		3	69	A4	4	12
1	1	45/8	45/8	0.125	45/32	45/32	6/8	1	1	1/32	1/32	1		3	69	A4	4	13
1	1	23/4	23/4	0.125	23/16	23/16	6/8	1	1	1/32	1/32	1		3	69	A4	4	14
1	1	47/8	47/8	0.125	47/32	47/32	6/8	1	1	1/32	1/32	1		3	69	A4	4	15
1	1	6	6	0.125	3/2	3/2	6/8	1	1	1/32	1/32	1		3	69	A4	4	16
1	1	49/8	49/8	0.0625	49/32	49/32	6/8	1	1	1/64	1/64	1		3	69	A4	4	17
1	1	99/16	99/16	0.0625	99/64	99/64	6/8	1	1	1/64	1/64	1		3	69	A4	4	18
1	1	25/4	25/4	0.0625	25/16	25/16	6/8	1	1	1/64	1/64	1		3	69	A4	4	19
1	1	101/16	101/16	0.0625	101/64	101/64	6/8	1	1	1/64	1/64	1		3	69	A4	4	20
1	1	51/8	51/8	0.0625	51/32	51/32	6/8	1	1	1/64	1/64	1		3	69	A4	4	21
1	1	103/16	103/16	0.0625	103/64	103/64	6/8	1	1	1/64	1/64	1		3	69	A4	4	22
1	1	13/2	13/2	0.03125	13/8	13/8	6/8	1	1	1/128	1/128	1		3	69	A4	4	23
